method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,1,A,vendor_A_Siemens,1,1,139,0.7197204420892455,0.25339884911295324,0.9326431849877611,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,2,139,0.402136143377359,0.06331430855307647,0.6776436715246105,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,3,139,0.3114678708555029,0.03789400850697387,0.5471477240538426,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,4,139,0.2806024996282385,0.03034017976078627,0.500524641155339,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,5,139,0.26141932381571625,0.02516111692668294,0.47251641342965817,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,6,139,0.2492375890556857,0.02243464914478844,0.4536058801970036,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,7,139,0.24010125510126568,0.019896216154527323,0.44041007832228707,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,8,139,0.24072704453476898,0.020025736464710116,0.4414026142238713,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,9,139,0.23495223528618436,0.0183107565632827,0.4332829571241955,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,10,139,0.2287393901631129,0.01647241643408863,0.4245339471230404,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,11,139,0.2278624749976954,0.016134295311066315,0.4234563598958708,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,12,139,0.22854681929452814,0.01640061406994895,0.42429240905552457,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,13,139,0.22473126644496438,0.015388546280375273,0.41868543978646505,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,14,139,0.22242305744037355,0.014523318472901265,0.4157994787255637,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,15,139,0.2191188212135713,0.013492715149689064,0.41125221110933974,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,16,139,0.21883001886040188,0.014077703759958633,0.40950462951076977,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,17,139,0.21629762306487818,0.012763510578774291,0.40706822351157235,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,18,139,0.21402251082573007,0.01186244790408787,0.40432012413474294,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,19,139,0.21283813935818433,0.011814327830140539,0.4020476227612804,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,20,139,0.2129675046467095,0.012021212111622524,0.40189258448725984,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,21,139,0.2177027246291689,0.013584547528742457,0.4082363536246389,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,22,139,0.2120799233587526,0.011413684051162262,0.4013324778714626,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,23,139,0.21038204528016152,0.01135289715938002,0.3980582961075598,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,24,139,0.21017554847242162,0.011167197012536817,0.39801670294657027,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,25,139,0.20878457068968162,0.010781264351345866,0.3960066118793522,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,26,139,0.21180345262769315,0.011603819326959926,0.40039926724468206,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,27,139,0.20743007116394935,0.010092147947590557,0.39467584700893155,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,28,139,0.2043977040502665,0.009396368741533524,0.3900026699407495,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,29,139,0.20609878925539607,0.0098489158445125,0.3924997481081983,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,30,139,0.20486960956733002,0.009272442040160941,0.39119433531229447,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,31,139,0.20852320775282468,0.010954797475618854,0.39513682080901785,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,32,139,0.20638035162747334,0.009857465023938701,0.39304577296586346,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,33,139,0.20639568851362888,0.009876648362779574,0.3930380801073939,0.001,95,2212
FullySupervisedMMS,1,A,vendor_A_Siemens,1,34,139,0.20208395942509602,0.008773543245473997,0.3866208314681225,0.001,95,2212
