domain,seed,backbone_id,n_items,n_patients,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean
vendor_C_GE,1,MeanTeacher_Patient2_Seed1_teacher_InTEnt,75,75,0.6814852395019,0.7239973584592669,0.8078861911591986,0.7377895963734552,14.092509357638722,18.544058742606534,6.876561311159509,13.171043137134921
