method,task_id,patient_setting,seed,vendor,vendor_name,domain,checkpoint,batch_size,optimizer,learning_rate,momentum,weight_decay,steps,episodic,stream_order,detach_backbone,feature_dim,num_centroids,target_clusters,num_prompts,density_temperature,sinkhorn_temperature,sinkhorn_iterations,commonality_weight,mc_passes,dropout_probability,keep_ratio,sample_dist,pool_size,min_pool_size,background_index,max_nodes,adapted_parameter_names,n_patients,n_slices,n_updates,update_rate,empty_graph_count,skip_empty_current_graph,skip_pool_not_ready,skip_insufficient_graphs,skip_insufficient_nodes,skip_nonfinite_loss,skip_nonfinite_gradient,skip_no_gradients,mean_sampled_nodes,mean_foreground_pixels,mean_foreground_ratio,mean_reliable_pixels,mean_total_nodes,mean_candidate_edges,mean_edge_budget,mean_graph_loss,mean_commonality_loss,mean_total_loss,mean_gradient_norm,max_selected_self_edge_mass,backbone_parameter_drift_l2,graph_parameter_drift_l2,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean,output_dir
SPEGC-online-phase1,59,3,4,D,Canon,vendor_D_Canon,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params/Patient3/Seed4/baseline_model_with_metadata.pt,1,SGD,0.005,0.9,0.0001,1,False,"patient,phase,z_index",False,64,32,48,8,0.1,0.05,20,0.2,4,0.1,0.5,10,3,1,0,0,backbone.inc.double_conv.0.weight|backbone.inc.double_conv.1.weight|backbone.inc.double_conv.1.bias|backbone.inc.double_conv.3.weight|backbone.inc.double_conv.4.weight|backbone.inc.double_conv.4.bias|backbone.down1.maxpool_conv.1.double_conv.0.weight|backbone.down1.maxpool_conv.1.double_conv.1.weight|backbone.down1.maxpool_conv.1.double_conv.1.bias|backbone.down1.maxpool_conv.1.double_conv.3.weight|backbone.down1.maxpool_conv.1.double_conv.4.weight|backbone.down1.maxpool_conv.1.double_conv.4.bias|backbone.down2.maxpool_conv.1.double_conv.0.weight|backbone.down2.maxpool_conv.1.double_conv.1.weight|backbone.down2.maxpool_conv.1.double_conv.1.bias|backbone.down2.maxpool_conv.1.double_conv.3.weight|backbone.down2.maxpool_conv.1.double_conv.4.weight|backbone.down2.maxpool_conv.1.double_conv.4.bias|backbone.down3.maxpool_conv.1.double_conv.0.weight|backbone.down3.maxpool_conv.1.double_conv.1.weight|backbone.down3.maxpool_conv.1.double_conv.1.bias|backbone.down3.maxpool_conv.1.double_conv.3.weight|backbone.down3.maxpool_conv.1.double_conv.4.weight|backbone.down3.maxpool_conv.1.double_conv.4.bias|backbone.down4.maxpool_conv.1.double_conv.0.weight|backbone.down4.maxpool_conv.1.double_conv.1.weight|backbone.down4.maxpool_conv.1.double_conv.1.bias|backbone.down4.maxpool_conv.1.double_conv.3.weight|backbone.down4.maxpool_conv.1.double_conv.4.weight|backbone.down4.maxpool_conv.1.double_conv.4.bias|backbone.up1.up.weight|backbone.up1.up.bias|backbone.up1.conv.double_conv.0.weight|backbone.up1.conv.double_conv.1.weight|backbone.up1.conv.double_conv.1.bias|backbone.up1.conv.double_conv.3.weight|backbone.up1.conv.double_conv.4.weight|backbone.up1.conv.double_conv.4.bias|backbone.up2.up.weight|backbone.up2.up.bias|backbone.up2.conv.double_conv.0.weight|backbone.up2.conv.double_conv.1.weight|backbone.up2.conv.double_conv.1.bias|backbone.up2.conv.double_conv.3.weight|backbone.up2.conv.double_conv.4.weight|backbone.up2.conv.double_conv.4.bias|backbone.up3.up.weight|backbone.up3.up.bias|backbone.up3.conv.double_conv.0.weight|backbone.up3.conv.double_conv.1.weight|backbone.up3.conv.double_conv.1.bias|backbone.up3.conv.double_conv.3.weight|backbone.up3.conv.double_conv.4.weight|backbone.up3.conv.double_conv.4.bias|backbone.up4.up.weight|backbone.up4.up.bias|backbone.up4.conv.double_conv.0.weight|backbone.up4.conv.double_conv.1.weight|backbone.up4.conv.double_conv.1.bias|backbone.up4.conv.double_conv.3.weight|backbone.up4.conv.double_conv.4.weight|backbone.up4.conv.double_conv.4.bias|graph.commonality_prompts|graph.hierarchy_prompts|graph.pooling_context|graph.centroids|graph.query_projection.weight|graph.key_projection.weight,50,1266,26,0.020537124802527645,378,378,1,0,861,0,0,0,7.585308056872038,1014.1690363349131,0.015474991399153338,506.9304897314376,39.97551342812006,1594.5260663507108,0.07740916271721959,0.022223423560857415,0.0037163749623757144,0.02296669864405815,13.120347952738834,0.0,0.3002576122039474,15.335792513632091,0.7595606626546878,0.765060834803871,0.8557591245056667,0.7934602073214085,4.754548612722557,4.000668368409518,5.53966402963052,4.764960336920866,/rds/general/user/hs225/home/TTA_Project_runs/Research/spegc_phase1_results/shards/task_59
