method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,6,B,vendor_B_Philips,1,1,166,0.6069161768060133,0.20259055175470658,0.8086512456816363,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,2,166,0.2726828297039112,0.029425442465637105,0.4865147746111973,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,3,166,0.23420148683958744,0.021810370979897947,0.42478223207844307,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,4,166,0.21952505858547716,0.018943197138787032,0.4011637227362897,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,5,166,0.21052660734718104,0.016748992238103985,0.3875552294663636,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,6,166,0.2042174828070474,0.015025371332170374,0.37838422300585783,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,7,166,0.20148822575448508,0.014285360008523047,0.3744057304708354,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,8,166,0.19899970187569957,0.014015362062210957,0.36996867947549705,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,9,166,0.19711098591067705,0.013667982326910258,0.36688600678041755,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,10,166,0.19663191106484598,0.013188347172732633,0.3668871292148728,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,11,166,0.19522359491471786,0.012675841072439608,0.36509550766772536,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,12,166,0.19405757810875593,0.012546404671619635,0.3630223472613886,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,13,166,0.19248807192387352,0.01188410784914551,0.36120792837387106,0.001,125,2642
FullySupervisedMMS,6,B,vendor_B_Philips,1,14,166,0.19030980233955813,0.011661755165130079,0.35729609546532115,0.001,125,2642
