task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
26,A2E3W4,ED,0,A2E3W4_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
26,A2E3W4,ED,1,A2E3W4_ED_slice001,2,False,pool_not_ready,0,1,1,1,10,541,0.0082550048828125,270,10,90,0,,,,,0.0,False
26,A2E3W4,ED,2,A2E3W4_ED_slice002,3,False,insufficient_nodes,1,2,2,1,11,802,0.012237548828125,401,21,420,0,,,,,0.0,False
26,A2E3W4,ED,3,A2E3W4_ED_slice003,4,False,insufficient_nodes,2,3,3,1,11,1372,0.02093505859375,686,32,992,0,,,,,0.0,False
26,A2E3W4,ED,4,A2E3W4_ED_slice004,5,False,insufficient_nodes,3,3,4,1,11,1976,0.0301513671875,988,43,1806,0,,,,,0.0,False
26,A2E3W4,ED,5,A2E3W4_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,2489,0.0379791259765625,1244,44,1892,0,,,,,0.0,False
26,A2E3W4,ED,6,A2E3W4_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,1290,0.019683837890625,645,44,1892,0,,,,,0.0,False
26,A2E3W4,ED,7,A2E3W4_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,1063,0.0162200927734375,531,44,1892,0,,,,,0.0,False
26,A2E3W4,ED,8,A2E3W4_ED_slice008,9,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
26,A2E3W4,ED,9,A2E3W4_ED_slice009,10,False,insufficient_nodes,3,3,4,1,10,181,0.0027618408203125,90,43,1806,0,,,,,0.0,False
26,A2E3W4,ES,0,A2E3W4_ES_slice000,11,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
