method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,0,A,vendor_A_Siemens,0,1,139,0.7324972377835418,0.2612452860251605,0.9425039029807496,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,2,139,0.4113166338677029,0.06576796371838171,0.6910973409954593,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,3,139,0.33116823263305556,0.044791909001714036,0.5727526479058986,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,4,139,0.28563748064229816,0.03271829028674167,0.5058383802287012,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,5,139,0.26484690724516946,0.026156228437698145,0.4773813582581582,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,6,139,0.24952777673443444,0.022011220622673737,0.4550331134161503,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,7,139,0.24584747775853108,0.021505084129974997,0.4486847861850862,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,8,139,0.24044835331628647,0.019638813750670968,0.44161907953324075,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,9,139,0.2397167240972999,0.020039002250263588,0.4393554443506886,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,10,139,0.23431009263229027,0.01808789526547888,0.43244439513563254,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,11,139,0.23062059122452633,0.017393075244621838,0.4264550333400424,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,12,139,0.22849483225199815,0.017029469604972456,0.4229307265804826,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,13,139,0.22468815406235002,0.015234102160006547,0.41890810537252493,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,14,139,0.22359833866357803,0.014766022566330732,0.4176646304859532,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,15,139,0.2228245079624567,0.01485967893729643,0.41592965698499473,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,16,139,0.22224075470468124,0.014751895511750695,0.4149777173138351,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,17,139,0.2196547947555995,0.014051458175233799,0.4112066741255547,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,18,139,0.21712814952186543,0.012964182613725714,0.4083279350893103,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,19,139,0.2204727041099569,0.01486037221985112,0.41122466518724565,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,20,139,0.21550487759087583,0.01268358992935299,0.40564257753409927,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,21,139,0.21529236494851628,0.012289405813802489,0.4060059181756253,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,22,139,0.2143321353540146,0.012131657518392845,0.4044009546796195,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,23,139,0.21482366827323282,0.012042348688508538,0.4055626380572216,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,24,139,0.2143012860374485,0.012273048677166803,0.40405647242240766,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,25,139,0.2136697052515668,0.011496275134063025,0.40434686003400266,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,26,139,0.21508659513519823,0.011971650212976357,0.40622989040055724,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,27,139,0.21294029389353966,0.011744204948810365,0.40239217770185404,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,28,139,0.21099705511717487,0.010837801243011043,0.4003185083111413,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,29,139,0.20988309431633503,0.010172452548143567,0.3994212840958465,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,30,139,0.20763110680331429,0.010110688831308763,0.39504083626561887,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,31,139,0.2085599557315703,0.01014608504223845,0.3968277400989327,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,32,139,0.20779766914227027,0.009672974959927068,0.39624938819048217,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,33,139,0.2069833996377403,0.00966600133709127,0.39463479795473083,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,34,139,0.20528671863696557,0.009147708793338254,0.3922780187224313,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,35,139,0.20313127049439245,0.008909127004980612,0.3884442874210344,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,36,139,0.20640476707288688,0.00971449528010093,0.39338054341806783,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,37,139,0.20557490414638313,0.009703393435949902,0.39174302093845476,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,38,139,0.2028655786094048,0.008717770122072036,0.388295618106993,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,39,139,0.20514325368747438,0.009176063056525996,0.391934381436101,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,40,139,0.20943443804121703,0.010640523198777608,0.3975878318222307,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,41,139,0.20614345200199016,0.009949986675499583,0.39238693034477373,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,42,139,0.20321605879840232,0.008993018321398136,0.38844608070610237,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,43,139,0.20166719790628487,0.008245316752828925,0.3868437633454371,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,44,139,0.1996677011358652,0.007947055053421491,0.3834412918030787,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,45,139,0.19900840837106432,0.008028179634925274,0.3819604587855099,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,46,139,0.20058457054894605,0.00795148255759113,0.3852661762306159,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,47,139,0.1991790667605057,0.007584418362783764,0.38318929773011656,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,48,139,0.19622347820148195,0.007382702621758628,0.3776815529349897,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,49,139,0.19608491766367028,0.00717245587214774,0.37782492397500456,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,50,139,0.1965610972411341,0.007220784654479018,0.37868062524701196,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,51,139,0.1969110160101232,0.007562665955545448,0.37869670011585566,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,52,139,0.19930871876238063,0.008486018479272401,0.3816454017119442,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,53,139,0.19589210558923886,0.00705669677595226,0.37767081755957155,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,54,139,0.1982796877729807,0.007553493573913257,0.38145238911505225,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,55,139,0.19800830659248847,0.007610139426969581,0.38079633301110577,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,56,139,0.19344286341890157,0.006708482843187215,0.3734687613926346,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,57,139,0.1929942842224519,0.006727867335978922,0.37253283393039976,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,58,139,0.1916536005388061,0.006301348452731002,0.3707045027249151,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,59,139,0.19093675128847576,0.00618304733836876,0.3695074085065787,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,60,139,0.19069477009901897,0.006261792300242207,0.3688659546829814,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,61,139,0.19279421683695677,0.006624946476248421,0.37233854187049453,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,62,139,0.19093892358833078,0.006099532824009657,0.36967878215175737,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,63,139,0.18968839889807668,0.005922961872901848,0.36753087399674833,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,64,139,0.1888888134426779,0.005979437972318462,0.3658187514264807,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,65,139,0.18882196042820704,0.005555754418571968,0.3665324116139103,0.001,95,2212
