method,task_id,patient_setting,seed,vendor,vendor_name,domain,checkpoint,batch_size,branch_count,test_fractions,paper_lambdas,background_index,entropy_mode,eps,episodic,stream_order,n_patients,n_slices,mean_entropy_span,mean_max_weight,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean,output_dir
InTEnt,44,3,1,A,Siemens,vendor_A_Siemens,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params/Patient3/Seed1/baseline_model_with_metadata.pt,1,6,0|0.2|0.4|0.6|0.8|1,1|0.8|0.6|0.4|0.2|0,0,categorical_foreground_background_balanced,1e-12,True,"patient,phase,z_index",95,2212,0.030489757199179693,0.23277449667804065,0.7502258794250232,0.720073726020562,0.8468437392530254,0.7723811148995368,7.8147528224284635,4.0985316962916745,5.019423648112731,5.644236055610956,/rds/general/user/hs225/home/TTA_Project_runs/Research/intent_results/shards/task_44
