vendor,stratum,metric,tent_seed_2022,tent_seed_2023,tent_seed_2024,tent_seed_2025,tent_seed_2026,tent_mean,tent_std,source_seed_2022,source_seed_2023,source_seed_2024,source_seed_2025,source_seed_2026,tent_minus_source_seed_2022,tent_minus_source_seed_2023,tent_minus_source_seed_2024,tent_minus_source_seed_2025,tent_minus_source_seed_2026,source_mean,tent_minus_source_mean,tent_minus_source_std
B,all_slices,dice_lv,0.6624560514005067,0.7091515641102321,0.7778961522377934,0.7771976914906985,0.7591655805954689,0.7371734079669399,0.05027884230684863,0.6935766789030208,0.7139924011816634,0.7848437553076847,0.8033156305075116,0.77209915344316,-0.031120627502514098,-0.0048408370714313476,-0.006947603069891284,-0.02611793901681314,-0.012933572847691144,0.7535655238686081,-0.016392115901668204,0.011684531168847016
B,all_slices,dice_macro,0.6650264198581148,0.694870331047804,0.727068185608735,0.7331684963258273,0.7236385649618566,0.7087543995604675,0.02853894193597441,0.6589222422922767,0.6740067388890506,0.7000409684670772,0.7290328870092044,0.706194175801951,0.0061041775658381425,0.02086359215875344,0.02702721714165779,0.004135609316622824,0.01744438915990565,0.693639402491912,0.015114997068555569,0.009773883869963801
B,all_slices,dice_myo,0.6873437063135813,0.7139647466740818,0.7277821476284116,0.7576241310437707,0.7037415566016599,0.7180912576523011,0.026575907103701977,0.6649061724727466,0.6585039265274802,0.6684108004615621,0.7134656679240912,0.6642466993102483,0.02243753384083469,0.055460820146601586,0.05937134716684955,0.044158463119679525,0.03949485729141167,0.6739066533392257,0.0441846043130754,0.014600682232730828
B,all_slices,dice_rv,0.6452795018602565,0.661494682359098,0.67552625696,0.6646836664430124,0.7080085576884413,0.6709985330621617,0.02335546772760728,0.6182838755010626,0.6495238889580084,0.6468683496319846,0.6703173625960105,0.6822366746524448,0.026995626359193947,0.011970793401089641,0.02865790732801543,-0.0056336961529981355,0.025771883035996535,0.6534460302679022,0.017552502794259482,0.01456722438773818
B,all_slices,hd95_2d_px_lv,88.79106667312931,78.5998611412924,56.985309596048225,62.56508012204565,62.41169944299287,69.8706033951017,13.315597866811085,78.0439037903624,75.8469344968618,41.00890319936376,41.90935046124179,52.25171394280311,10.7471628827669,2.7529266444305875,15.976406396684467,20.655729660803857,10.159985500189762,57.81216117812657,12.058442216975115,6.730156130692634
B,all_slices,hd95_2d_px_macro,88.40684366670918,75.66333656971983,58.7908682471184,56.74412092556572,61.07340139291883,68.1357141604064,13.551333825453108,87.21273304236324,77.69939637779123,52.594757611674545,46.82778606196008,56.01089952922726,1.1941106243459387,-2.0360598080714,6.196110635443851,9.916334863605634,5.062501863691573,64.06911452460328,4.06659963580312,4.616267052211962
B,all_slices,hd95_2d_px_myo,69.37600808651068,49.40091025707325,43.09265628460403,22.8345250708305,55.5313238993856,48.04708471968081,17.124464786074025,61.01014664461602,59.48719307546664,34.71671521386306,19.32748126300457,45.85039649331954,8.365861441894658,-10.086282818393393,8.375941070740971,3.50704380782593,9.680927406066054,44.07838653805397,3.968698181626844,8.202804596682357
B,all_slices,hd95_2d_px_rv,107.05345624048756,98.98923831079392,76.29463886070295,84.832757583821,65.27718083637804,86.48945436643669,16.850535803581174,122.58414869211127,97.76406156104522,82.05865442179682,79.24652646163388,69.93058815155912,-15.530692451623707,1.225176749748698,-5.764015561093871,5.5862311221871295,-4.653407315181084,90.31679585762927,-3.827341491192567,7.9928844108999675
B,foreground_present,dice_lv,0.6691526636998707,0.7163549851316554,0.7853523512260675,0.7851396496617865,0.7669118276468258,0.7445822954732412,0.0507250303857506,0.6996243784273752,0.7212483621219676,0.7908953402197563,0.8105543793339376,0.7780124150986854,-0.03047171472750454,-0.004893376990312226,-0.005542988993688769,-0.025414729672151082,-0.0111005874518596,0.7600669750403444,-0.015484679567103244,0.011762762041645078
B,foreground_present,dice_macro,0.7046959355756748,0.730546218816242,0.7537101623948144,0.7717270152335356,0.7506388595605963,0.7422636383161726,0.02558265053061513,0.7021216927953854,0.711389375353201,0.7340268469728021,0.7685815878004258,0.7346258817217123,0.002574242780289393,0.01915684346304103,0.019683315422012293,0.0031454274331097487,0.016012977838884,0.7301490769287053,0.012114561387467294,0.00856651137152311
