method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,7,B,vendor_B_Philips,2,1,166,0.6519635978592447,0.2298230666846755,0.8442810612270631,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,2,166,0.28479627385196915,0.03176406678934413,0.5060644156961556,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,3,166,0.24021238281604756,0.023359738694257046,0.43370528770498484,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,4,166,0.22166527628180493,0.018858488155416697,0.4056135757141803,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,5,166,0.21250919791230236,0.017040605308959282,0.3909371861492295,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,6,166,0.2071116540625871,0.016008337914764165,0.38220663305865715,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,7,166,0.20217723926776146,0.014711739781525839,0.3749309987817184,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,8,166,0.20032048777463923,0.013786499938332891,0.3730679751340165,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,9,166,0.19807614291827363,0.013183590807357287,0.3697851047099355,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,10,166,0.19760556195873813,0.012804236509893313,0.36960265184023294,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,11,166,0.19531211182923922,0.012664795550237218,0.3652946340391435,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,12,166,0.1935145498578807,0.011842590369598335,0.3633439188980194,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,13,166,0.1936323568224907,0.011763218279748437,0.3637382768722902,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,14,166,0.1937558593969029,0.011793563033016511,0.36392459327197935,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,15,166,0.1907606260873467,0.011376589107473033,0.3587680748966803,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,16,166,0.19066121465111352,0.011434723869953528,0.35845298203359166,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,17,166,0.18789317539657455,0.01037956318391644,0.3550272236566946,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,18,166,0.18875344034778066,0.010519929802471614,0.3564670203051653,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,19,166,0.18705346134592252,0.010485542147050062,0.3531358397330146,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,20,166,0.18643503391509314,0.010175214092954096,0.3525196395993951,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,21,166,0.18657852471413383,0.010336624304146832,0.3524838014539466,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,22,166,0.18638199967253638,0.009772744240149497,0.3532185114650841,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,23,166,0.18723498293793345,0.010207232904160419,0.35405549846858864,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,24,166,0.18531665147607584,0.009819253835916877,0.3509947949324746,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,25,166,0.18393780950860805,0.009651391374239003,0.3485728362238551,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,26,166,0.18452221141701722,0.009509928704026234,0.3500245647078537,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,27,166,0.18160013432603284,0.00881185821055558,0.34557655130524234,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,28,166,0.18495890982897886,0.009416597993505827,0.3510846238448677,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,29,166,0.18076278763004097,0.008528817728363785,0.3444679411778967,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,30,166,0.181806111865374,0.009222673465419247,0.3451668772711811,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,31,166,0.18085778989346632,0.008765343385916877,0.34418489267847624,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,32,166,0.18029353000133871,0.008164098128642753,0.34425886451120835,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,33,166,0.17780765168458582,0.007935564406777182,0.3397441745836692,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,34,166,0.18220357130090875,0.00913693779989718,0.3461332667663873,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,35,166,0.1795913097729166,0.008337586559916297,0.3425074468355581,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,36,166,0.1801781286317182,0.007920899894088507,0.3445144576660122,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,37,166,0.1774601592087602,0.007878352284812963,0.33916361432477654,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,38,166,0.17914969308010067,0.007898551891613976,0.34250228214694795,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,39,166,0.18189943900488945,0.008778003756944314,0.34624287077640914,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,40,166,0.17742181286574846,0.007589890935783644,0.33966384397213717,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,41,166,0.17818754606218223,0.007917826010632407,0.3405394394354648,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,42,166,0.1767791616001043,0.007379866390298289,0.33879859117140254,0.001,125,2642
FullySupervisedMMS,7,B,vendor_B_Philips,2,43,166,0.1745192785579038,0.007183480976957334,0.3346715953694769,0.001,125,2642
