method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,2,A,vendor_A_Siemens,2,1,139,0.7699868653318007,0.28237090404513926,0.975231919357245,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,2,139,0.46613426753085296,0.07686690208937624,0.7785347297037248,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,3,139,0.33276866226316354,0.04510418360503458,0.5753289564050359,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,4,139,0.2817651700201652,0.03134720027446747,0.500835941206637,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,5,139,0.26434233790035727,0.026993175506216587,0.4746983265705246,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,6,139,0.25549519072762494,0.02437525430841626,0.4622398732806281,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,7,139,0.24406379053918578,0.021482636502160014,0.44516230958828823,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,8,139,0.23598818663212892,0.018852822636689644,0.43427072840628866,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,9,139,0.23398922169380051,0.018475921717371873,0.43102659949724625,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,10,139,0.229806599642733,0.016873659341589367,0.4258658793761576,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,11,139,0.22754016373869326,0.01630684830543163,0.4224666310943288,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,12,139,0.22724946888445094,0.01632766802158716,0.4218436019669334,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,13,139,0.22460809800264647,0.015493645409805527,0.41822890572839505,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,14,139,0.22296359722348427,0.015445109523779197,0.4150369733357601,0.001,95,2212
FullySupervisedMMS,2,A,vendor_A_Siemens,2,15,139,0.22111951929630994,0.014562786134670106,0.41311346702009655,0.001,95,2212
