task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
51,A1K2P5,ED,0,A1K2P5_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
51,A1K2P5,ED,1,A1K2P5_ED_slice001,2,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
51,A1K2P5,ED,2,A1K2P5_ED_slice002,3,False,pool_not_ready,0,1,1,1,11,193,0.0029449462890625,96,11,110,0,,,,,0.0,False
51,A1K2P5,ED,3,A1K2P5_ED_slice003,4,False,insufficient_nodes,1,2,2,1,11,2566,0.039154052734375,1283,22,462,0,,,,,0.0,False
51,A1K2P5,ED,4,A1K2P5_ED_slice004,5,False,insufficient_nodes,2,3,3,1,11,2815,0.0429534912109375,1407,33,1056,0,,,,,0.0,False
51,A1K2P5,ED,5,A1K2P5_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,2497,0.0381011962890625,1248,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,6,A1K2P5_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,2287,0.0348968505859375,1143,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,7,A1K2P5_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,1689,0.0257720947265625,844,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,8,A1K2P5_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,1697,0.0258941650390625,848,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,9,A1K2P5_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,1272,0.0194091796875,636,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,10,A1K2P5_ED_slice010,11,False,insufficient_nodes,3,3,4,1,11,669,0.0102081298828125,334,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,11,A1K2P5_ED_slice011,12,False,insufficient_nodes,3,3,4,1,11,299,0.0045623779296875,149,44,1892,0,,,,,0.0,False
51,A1K2P5,ED,12,A1K2P5_ED_slice012,13,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ED,13,A1K2P5_ED_slice013,14,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ES,0,A1K2P5_ES_slice000,15,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ES,1,A1K2P5_ES_slice001,16,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ES,2,A1K2P5_ES_slice002,17,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ES,3,A1K2P5_ES_slice003,18,False,insufficient_nodes,3,3,4,1,12,115,0.0017547607421875,57,45,1980,0,,,,,0.0,False
51,A1K2P5,ES,4,A1K2P5_ES_slice004,19,False,insufficient_nodes,3,3,4,1,11,1553,0.0236968994140625,776,45,1980,0,,,,,0.0,False
51,A1K2P5,ES,5,A1K2P5_ES_slice005,20,False,insufficient_nodes,3,3,4,1,11,1956,0.02984619140625,978,45,1980,0,,,,,0.0,False
51,A1K2P5,ES,6,A1K2P5_ES_slice006,21,False,insufficient_nodes,3,3,4,1,11,1937,0.0295562744140625,968,45,1980,0,,,,,0.0,False
51,A1K2P5,ES,7,A1K2P5_ES_slice007,22,False,insufficient_nodes,3,3,4,1,11,1611,0.0245819091796875,805,44,1892,0,,,,,0.0,False
51,A1K2P5,ES,8,A1K2P5_ES_slice008,23,False,insufficient_nodes,3,3,4,1,11,1233,0.0188140869140625,616,44,1892,0,,,,,0.0,False
51,A1K2P5,ES,9,A1K2P5_ES_slice009,24,False,insufficient_nodes,3,3,4,1,11,838,0.012786865234375,419,44,1892,0,,,,,0.0,False
51,A1K2P5,ES,10,A1K2P5_ES_slice010,25,False,insufficient_nodes,3,3,4,1,11,488,0.0074462890625,244,44,1892,0,,,,,0.0,False
51,A1K2P5,ES,11,A1K2P5_ES_slice011,26,False,insufficient_nodes,3,3,4,1,11,195,0.0029754638671875,97,44,1892,0,,,,,0.0,False
51,A1K2P5,ES,12,A1K2P5_ES_slice012,27,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A1K2P5,ES,13,A1K2P5_ES_slice013,28,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
51,A3P9V7,ED,0,A3P9V7_ED_slice000,29,False,insufficient_nodes,3,3,4,1,11,1002,0.015289306640625,501,44,1892,0,,,,,0.0,False
51,A3P9V7,ED,1,A3P9V7_ED_slice001,30,False,insufficient_nodes,3,3,4,1,11,435,0.0066375732421875,217,44,1892,0,,,,,0.0,False
51,A3P9V7,ED,2,A3P9V7_ED_slice002,31,False,insufficient_nodes,3,3,4,1,11,2612,0.03985595703125,1306,44,1892,0,,,,,0.0,False
51,A3P9V7,ED,3,A3P9V7_ED_slice003,32,False,insufficient_nodes,3,3,4,1,11,2583,0.0394134521484375,1291,44,1892,0,,,,,0.0,False
51,A3P9V7,ED,4,A3P9V7_ED_slice004,33,False,insufficient_nodes,3,3,4,1,11,2433,0.0371246337890625,1216,44,1892,0,,,,,0.0,False
51,A3P9V7,ED,5,A3P9V7_ED_slice005,34,False,insufficient_nodes,3,3,4,1,10,1961,0.0299224853515625,980,43,1806,0,,,,,0.0,False
51,A3P9V7,ED,6,A3P9V7_ED_slice006,35,False,insufficient_nodes,3,3,4,1,11,1602,0.024444580078125,801,43,1806,0,,,,,0.0,False
