task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
58,A2E3W4,ED,0,A2E3W4_ED_slice000,1,False,pool_not_ready,0,1,1,1,16,33,0.0005035400390625,16,16,240,0,,,,,0.0,False
58,A2E3W4,ED,1,A2E3W4_ED_slice001,2,False,insufficient_nodes,1,2,2,1,11,557,0.0084991455078125,278,27,702,0,,,,,0.0,False
58,A2E3W4,ED,2,A2E3W4_ED_slice002,3,False,insufficient_nodes,2,3,3,1,11,1012,0.01544189453125,506,38,1406,0,,,,,0.0,False
58,A2E3W4,ED,3,A2E3W4_ED_slice003,4,True,,3,3,4,1,11,1590,0.024261474609375,795,49,2352,1,0.026051949709653854,0.009990915656089783,0.02805013209581375,23.786388397216797,0.0,False
58,A2E3W4,ED,4,A2E3W4_ED_slice004,5,False,insufficient_nodes,3,3,4,1,11,2023,0.0308685302734375,1011,44,1892,0,,,,,0.0,False
58,A2E3W4,ED,5,A2E3W4_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,2486,0.037933349609375,1243,44,1892,0,,,,,0.0,False
58,A2E3W4,ED,6,A2E3W4_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,1844,0.02813720703125,922,44,1892,0,,,,,0.0,False
58,A2E3W4,ED,7,A2E3W4_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,988,0.01507568359375,494,44,1892,0,,,,,0.0,False
58,A2E3W4,ED,8,A2E3W4_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,82,0.001251220703125,41,44,1892,0,,,,,0.0,False
58,A2E3W4,ED,9,A2E3W4_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,464,0.007080078125,232,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,0,A2E3W4_ES_slice000,11,False,insufficient_nodes,3,3,4,1,15,31,0.0004730224609375,15,48,2256,0,,,,,0.0,False
58,A2E3W4,ES,1,A2E3W4_ES_slice001,12,False,insufficient_nodes,3,3,4,1,11,556,0.00848388671875,278,48,2256,0,,,,,0.0,False
58,A2E3W4,ES,2,A2E3W4_ES_slice002,13,False,insufficient_nodes,3,3,4,1,11,1014,0.015472412109375,507,48,2256,0,,,,,0.0,False
58,A2E3W4,ES,3,A2E3W4_ES_slice003,14,False,insufficient_nodes,3,3,4,1,11,1590,0.024261474609375,795,48,2256,0,,,,,0.0,False
58,A2E3W4,ES,4,A2E3W4_ES_slice004,15,False,insufficient_nodes,3,3,4,1,11,2023,0.0308685302734375,1011,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,5,A2E3W4_ES_slice005,16,False,insufficient_nodes,3,3,4,1,11,2486,0.037933349609375,1243,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,6,A2E3W4_ES_slice006,17,False,insufficient_nodes,3,3,4,1,11,1844,0.02813720703125,922,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,7,A2E3W4_ES_slice007,18,False,insufficient_nodes,3,3,4,1,11,988,0.01507568359375,494,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,8,A2E3W4_ES_slice008,19,False,insufficient_nodes,3,3,4,1,11,82,0.001251220703125,41,44,1892,0,,,,,0.0,False
58,A2E3W4,ES,9,A2E3W4_ES_slice009,20,False,insufficient_nodes,3,3,4,1,11,464,0.007080078125,232,44,1892,0,,,,,0.0,False
58,A3H5R1,ED,0,A3H5R1_ED_slice000,21,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ED,1,A3H5R1_ED_slice001,22,False,insufficient_nodes,3,3,4,1,13,51,0.0007781982421875,25,46,2070,0,,,,,0.0,False
58,A3H5R1,ED,2,A3H5R1_ED_slice002,23,False,insufficient_nodes,3,3,4,1,11,1551,0.0236663818359375,775,46,2070,0,,,,,0.0,False
58,A3H5R1,ED,3,A3H5R1_ED_slice003,24,False,insufficient_nodes,3,3,4,1,11,2166,0.033050537109375,1083,46,2070,0,,,,,0.0,False
58,A3H5R1,ED,4,A3H5R1_ED_slice004,25,False,insufficient_nodes,3,3,4,1,11,1866,0.028472900390625,933,46,2070,0,,,,,0.0,False
58,A3H5R1,ED,5,A3H5R1_ED_slice005,26,False,insufficient_nodes,3,3,4,1,11,1571,0.0239715576171875,785,44,1892,0,,,,,0.0,False
58,A3H5R1,ED,6,A3H5R1_ED_slice006,27,False,insufficient_nodes,3,3,4,1,11,1168,0.017822265625,584,44,1892,0,,,,,0.0,False
58,A3H5R1,ED,7,A3H5R1_ED_slice007,28,False,insufficient_nodes,3,3,4,1,11,883,0.0134735107421875,441,44,1892,0,,,,,0.0,False
58,A3H5R1,ED,8,A3H5R1_ED_slice008,29,False,insufficient_nodes,3,3,4,1,11,556,0.00848388671875,278,44,1892,0,,,,,0.0,False
58,A3H5R1,ED,9,A3H5R1_ED_slice009,30,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ED,10,A3H5R1_ED_slice010,31,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ED,11,A3H5R1_ED_slice011,32,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ES,0,A3H5R1_ES_slice000,33,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ES,1,A3H5R1_ES_slice001,34,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A3H5R1,ES,2,A3H5R1_ES_slice002,35,False,insufficient_nodes,3,3,4,1,12,90,0.001373291015625,45,45,1980,0,,,,,0.0,False
58,A3H5R1,ES,3,A3H5R1_ES_slice003,36,False,insufficient_nodes,3,3,4,1,11,1385,0.0211334228515625,692,45,1980,0,,,,,0.0,False
58,A3H5R1,ES,4,A3H5R1_ES_slice004,37,False,insufficient_nodes,3,3,4,1,11,1386,0.021148681640625,693,45,1980,0,,,,,0.0,False
58,A3H5R1,ES,5,A3H5R1_ES_slice005,38,False,insufficient_nodes,3,3,4,1,11,1147,0.0175018310546875,573,45,1980,0,,,,,0.0,False
58,A3H5R1,ES,6,A3H5R1_ES_slice006,39,False,insufficient_nodes,3,3,4,1,11,745,0.0113677978515625,372,44,1892,0,,,,,0.0,False
58,A3H5R1,ES,7,A3H5R1_ES_slice007,40,False,insufficient_nodes,3,3,4,1,10,561,0.0085601806640625,280,43,1806,0,,,,,0.0,False
58,A3H5R1,ES,8,A3H5R1_ES_slice008,41,False,insufficient_nodes,3,3,4,1,10,260,0.00396728515625,130,42,1722,0,,,,,0.0,False
58,A3H5R1,ES,9,A3H5R1_ES_slice009,42,False,empty_current_graph,3,3,3,0,0,0,0.0,0,31,930,0,,,,,0.0,False
58,A3H5R1,ES,10,A3H5R1_ES_slice010,43,False,empty_current_graph,3,3,3,0,0,0,0.0,0,31,930,0,,,,,0.0,False
58,A3H5R1,ES,11,A3H5R1_ES_slice011,44,False,empty_current_graph,3,3,3,0,0,0,0.0,0,31,930,0,,,,,0.0,False
58,A5H1Q2,ED,0,A5H1Q2_ED_slice000,45,False,insufficient_nodes,3,3,4,1,11,1112,0.0169677734375,556,42,1722,0,,,,,0.0,False
58,A5H1Q2,ED,1,A5H1Q2_ED_slice001,46,False,insufficient_nodes,3,3,4,1,11,1631,0.0248870849609375,815,42,1722,0,,,,,0.0,False
58,A5H1Q2,ED,2,A5H1Q2_ED_slice002,47,False,insufficient_nodes,3,3,4,1,11,2277,0.0347442626953125,1138,43,1806,0,,,,,0.0,False
58,A5H1Q2,ED,3,A5H1Q2_ED_slice003,48,False,insufficient_nodes,3,3,4,1,10,2880,0.0439453125,1440,43,1806,0,,,,,0.0,False
58,A5H1Q2,ED,4,A5H1Q2_ED_slice004,49,False,insufficient_nodes,3,3,4,1,11,3235,0.0493621826171875,1617,43,1806,0,,,,,0.0,False
58,A5H1Q2,ED,5,A5H1Q2_ED_slice005,50,False,insufficient_nodes,3,3,4,1,11,3498,0.053375244140625,1749,43,1806,0,,,,,0.0,False
58,A5H1Q2,ED,6,A5H1Q2_ED_slice006,51,False,insufficient_nodes,3,3,4,1,11,3439,0.0524749755859375,1719,43,1806,0,,,,,0.0,False
58,A5H1Q2,ED,7,A5H1Q2_ED_slice007,52,False,insufficient_nodes,3,3,4,1,11,1022,0.015594482421875,511,44,1892,0,,,,,0.0,False
58,A5H1Q2,ED,8,A5H1Q2_ED_slice008,53,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A5H1Q2,ED,9,A5H1Q2_ED_slice009,54,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
58,A5H1Q2,ES,0,A5H1Q2_ES_slice000,55,False,insufficient_nodes,3,3,4,1,10,840,0.0128173828125,420,43,1806,0,,,,,0.0,False
