task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
42,A2E3W4,ED,0,A2E3W4_ED_slice000,1,False,pool_not_ready,0,1,1,1,5,11,0.0001678466796875,5,5,20,0,,,,,0.0,False
42,A2E3W4,ED,1,A2E3W4_ED_slice001,2,False,insufficient_nodes,1,2,2,1,11,606,0.009246826171875,303,16,240,0,,,,,0.0,False
42,A2E3W4,ED,2,A2E3W4_ED_slice002,3,False,insufficient_nodes,2,3,3,1,11,1007,0.0153656005859375,503,27,702,0,,,,,0.0,False
42,A2E3W4,ED,3,A2E3W4_ED_slice003,4,False,insufficient_nodes,3,3,4,1,10,1600,0.0244140625,800,37,1332,0,,,,,0.0,False
42,A2E3W4,ED,4,A2E3W4_ED_slice004,5,False,insufficient_nodes,3,3,4,1,10,2020,0.03082275390625,1010,42,1722,0,,,,,0.0,False
42,A2E3W4,ED,5,A2E3W4_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,2504,0.0382080078125,1252,42,1722,0,,,,,0.0,False
42,A2E3W4,ED,6,A2E3W4_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,1954,0.029815673828125,977,42,1722,0,,,,,0.0,False
42,A2E3W4,ED,7,A2E3W4_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,1073,0.0163726806640625,536,43,1806,0,,,,,0.0,False
42,A2E3W4,ED,8,A2E3W4_ED_slice008,9,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
42,A2E3W4,ED,9,A2E3W4_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,375,0.0057220458984375,187,44,1892,0,,,,,0.0,False
42,A2E3W4,ES,0,A2E3W4_ES_slice000,11,False,insufficient_nodes,3,3,4,1,5,11,0.0001678466796875,5,38,1406,0,,,,,0.0,False
42,A2E3W4,ES,1,A2E3W4_ES_slice001,12,False,insufficient_nodes,3,3,4,1,11,606,0.009246826171875,303,38,1406,0,,,,,0.0,False
42,A2E3W4,ES,2,A2E3W4_ES_slice002,13,False,insufficient_nodes,3,3,4,1,11,1007,0.0153656005859375,503,38,1406,0,,,,,0.0,False
42,A2E3W4,ES,3,A2E3W4_ES_slice003,14,False,insufficient_nodes,3,3,4,1,10,1600,0.0244140625,800,37,1332,0,,,,,0.0,False
42,A2E3W4,ES,4,A2E3W4_ES_slice004,15,False,insufficient_nodes,3,3,4,1,10,2020,0.03082275390625,1010,42,1722,0,,,,,0.0,False
42,A2E3W4,ES,5,A2E3W4_ES_slice005,16,False,insufficient_nodes,3,3,4,1,11,2504,0.0382080078125,1252,42,1722,0,,,,,0.0,False
