task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
48,A0S9V9,ED,0,A0S9V9_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
48,A0S9V9,ED,1,A0S9V9_ED_slice001,2,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
48,A0S9V9,ED,2,A0S9V9_ED_slice002,3,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
48,A0S9V9,ED,3,A0S9V9_ED_slice003,4,False,pool_not_ready,0,1,1,1,11,727,0.0110931396484375,363,11,110,0,,,,,0.0,False
48,A0S9V9,ED,4,A0S9V9_ED_slice004,5,False,insufficient_nodes,1,2,2,1,10,3500,0.05340576171875,1750,21,420,0,,,,,0.0,False
48,A0S9V9,ED,5,A0S9V9_ED_slice005,6,False,insufficient_nodes,2,3,3,1,11,3179,0.0485076904296875,1589,32,992,0,,,,,0.0,False
48,A0S9V9,ED,6,A0S9V9_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,2910,0.044403076171875,1455,43,1806,0,,,,,0.0,False
48,A0S9V9,ED,7,A0S9V9_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,2473,0.0377349853515625,1236,43,1806,0,,,,,0.0,False
48,A0S9V9,ED,8,A0S9V9_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,2074,0.031646728515625,1037,44,1892,0,,,,,0.0,False
48,A0S9V9,ED,9,A0S9V9_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,1933,0.0294952392578125,966,44,1892,0,,,,,0.0,False
48,A0S9V9,ED,10,A0S9V9_ED_slice010,11,False,insufficient_nodes,3,3,4,1,11,1312,0.02001953125,656,44,1892,0,,,,,0.0,False
48,A0S9V9,ED,11,A0S9V9_ED_slice011,12,False,insufficient_nodes,3,3,4,1,10,560,0.008544921875,280,43,1806,0,,,,,0.0,False
48,A0S9V9,ED,12,A0S9V9_ED_slice012,13,False,insufficient_nodes,3,3,4,1,11,197,0.0030059814453125,98,43,1806,0,,,,,0.0,False
48,A0S9V9,ES,0,A0S9V9_ES_slice000,14,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
48,A0S9V9,ES,1,A0S9V9_ES_slice001,15,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
48,A0S9V9,ES,2,A0S9V9_ES_slice002,16,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
48,A0S9V9,ES,3,A0S9V9_ES_slice003,17,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
48,A0S9V9,ES,4,A0S9V9_ES_slice004,18,False,insufficient_nodes,3,3,4,1,11,2717,0.0414581298828125,1358,43,1806,0,,,,,0.0,False
48,A0S9V9,ES,5,A0S9V9_ES_slice005,19,False,insufficient_nodes,3,3,4,1,10,2860,0.04364013671875,1430,42,1722,0,,,,,0.0,False
48,A0S9V9,ES,6,A0S9V9_ES_slice006,20,False,insufficient_nodes,3,3,4,1,11,2632,0.0401611328125,1316,43,1806,0,,,,,0.0,False
