task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
1,A1D0Q7,ED,0,A1D0Q7_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
1,A1D0Q7,ED,1,A1D0Q7_ED_slice001,2,False,pool_not_ready,0,1,1,1,11,735,0.0112152099609375,367,11,110,0,,,,,0.0,False
1,A1D0Q7,ED,2,A1D0Q7_ED_slice002,3,False,insufficient_nodes,1,2,2,1,11,1066,0.016265869140625,533,22,462,0,,,,,0.0,False
1,A1D0Q7,ED,3,A1D0Q7_ED_slice003,4,False,insufficient_nodes,2,3,3,1,11,1396,0.02130126953125,698,33,1056,0,,,,,0.0,False
1,A1D0Q7,ED,4,A1D0Q7_ED_slice004,5,False,insufficient_nodes,3,3,4,1,11,1536,0.0234375,768,44,1892,0,,,,,0.0,False
1,A1D0Q7,ED,5,A1D0Q7_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,1659,0.0253143310546875,829,44,1892,0,,,,,0.0,False
1,A1D0Q7,ED,6,A1D0Q7_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,2057,0.0313873291015625,1028,44,1892,0,,,,,0.0,False
1,A1D0Q7,ED,7,A1D0Q7_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,2490,0.037994384765625,1245,44,1892,0,,,,,0.0,False
1,A1D0Q7,ED,8,A1D0Q7_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,1682,0.025665283203125,841,44,1892,0,,,,,0.0,False
1,A1D0Q7,ED,9,A1D0Q7_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,765,0.0116729736328125,382,44,1892,0,,,,,0.0,False
1,A1D0Q7,ES,0,A1D0Q7_ES_slice000,11,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
1,A1D0Q7,ES,1,A1D0Q7_ES_slice001,12,False,insufficient_nodes,3,3,4,1,11,546,0.008331298828125,273,44,1892,0,,,,,0.0,False
1,A1D0Q7,ES,2,A1D0Q7_ES_slice002,13,False,insufficient_nodes,3,3,4,1,10,581,0.0088653564453125,290,43,1806,0,,,,,0.0,False
1,A1D0Q7,ES,3,A1D0Q7_ES_slice003,14,False,insufficient_nodes,3,3,4,1,10,541,0.0082550048828125,270,42,1722,0,,,,,0.0,False
1,A1D0Q7,ES,4,A1D0Q7_ES_slice004,15,False,insufficient_nodes,3,3,4,1,11,1047,0.0159759521484375,523,42,1722,0,,,,,0.0,False
1,A1D0Q7,ES,5,A1D0Q7_ES_slice005,16,False,insufficient_nodes,3,3,4,1,11,526,0.008026123046875,263,42,1722,0,,,,,0.0,False
1,A1D0Q7,ES,6,A1D0Q7_ES_slice006,17,False,insufficient_nodes,3,3,4,1,11,1218,0.018585205078125,609,43,1806,0,,,,,0.0,False
1,A1D0Q7,ES,7,A1D0Q7_ES_slice007,18,False,insufficient_nodes,3,3,4,1,10,1220,0.01861572265625,610,43,1806,0,,,,,0.0,False
1,A1D0Q7,ES,8,A1D0Q7_ES_slice008,19,False,empty_current_graph,3,3,3,0,0,0,0.0,0,32,992,0,,,,,0.0,False
1,A1D0Q7,ES,9,A1D0Q7_ES_slice009,20,False,insufficient_nodes,3,3,4,1,15,30,0.000457763671875,15,47,2162,0,,,,,0.0,False
1,A1O8Z3,ED,0,A1O8Z3_ED_slice000,21,False,empty_current_graph,3,3,3,0,0,0,0.0,0,36,1260,0,,,,,0.0,False
1,A1O8Z3,ED,1,A1O8Z3_ED_slice001,22,False,empty_current_graph,3,3,3,0,0,0,0.0,0,36,1260,0,,,,,0.0,False
1,A1O8Z3,ED,2,A1O8Z3_ED_slice002,23,False,insufficient_nodes,3,3,4,1,12,95,0.0014495849609375,47,48,2256,0,,,,,0.0,False
1,A1O8Z3,ED,3,A1O8Z3_ED_slice003,24,False,insufficient_nodes,3,3,4,1,11,942,0.014373779296875,471,48,2256,0,,,,,0.0,False
