task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
19,A1K2P5,ED,0,A1K2P5_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
19,A1K2P5,ED,1,A1K2P5_ED_slice001,2,False,pool_not_ready,0,1,1,1,11,163,0.0024871826171875,81,11,110,0,,,,,0.0,False
19,A1K2P5,ED,2,A1K2P5_ED_slice002,3,False,insufficient_nodes,1,2,2,1,10,380,0.00579833984375,190,21,420,0,,,,,0.0,False
19,A1K2P5,ED,3,A1K2P5_ED_slice003,4,False,insufficient_nodes,2,3,3,1,11,842,0.012847900390625,421,32,992,0,,,,,0.0,False
19,A1K2P5,ED,4,A1K2P5_ED_slice004,5,False,insufficient_nodes,3,3,4,1,11,1387,0.0211639404296875,693,43,1806,0,,,,,0.0,False
19,A1K2P5,ED,5,A1K2P5_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,848,0.012939453125,424,43,1806,0,,,,,0.0,False
19,A1K2P5,ED,6,A1K2P5_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,836,0.01275634765625,418,44,1892,0,,,,,0.0,False
19,A1K2P5,ED,7,A1K2P5_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,402,0.006134033203125,201,44,1892,0,,,,,0.0,False
19,A1K2P5,ED,8,A1K2P5_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,448,0.0068359375,224,44,1892,0,,,,,0.0,False
19,A1K2P5,ED,9,A1K2P5_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,557,0.0084991455078125,278,44,1892,0,,,,,0.0,False
19,A1K2P5,ED,10,A1K2P5_ED_slice010,11,False,insufficient_nodes,3,3,4,1,12,46,0.000701904296875,23,45,1980,0,,,,,0.0,False
19,A1K2P5,ED,11,A1K2P5_ED_slice011,12,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
19,A1K2P5,ED,12,A1K2P5_ED_slice012,13,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
19,A1K2P5,ED,13,A1K2P5_ED_slice013,14,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
19,A1K2P5,ES,0,A1K2P5_ES_slice000,15,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
19,A1K2P5,ES,1,A1K2P5_ES_slice001,16,False,insufficient_nodes,3,3,4,1,5,10,0.000152587890625,5,39,1482,0,,,,,0.0,False
19,A1K2P5,ES,2,A1K2P5_ES_slice002,17,False,insufficient_nodes,3,3,4,1,11,168,0.0025634765625,84,39,1482,0,,,,,0.0,False
19,A1K2P5,ES,3,A1K2P5_ES_slice003,18,False,insufficient_nodes,3,3,4,1,11,172,0.00262451171875,86,39,1482,0,,,,,0.0,False
19,A1K2P5,ES,4,A1K2P5_ES_slice004,19,False,insufficient_nodes,3,3,4,1,10,900,0.01373291015625,450,37,1332,0,,,,,0.0,False
19,A1K2P5,ES,5,A1K2P5_ES_slice005,20,False,insufficient_nodes,3,3,4,1,11,1216,0.0185546875,608,43,1806,0,,,,,0.0,False
19,A1K2P5,ES,6,A1K2P5_ES_slice006,21,False,insufficient_nodes,3,3,4,1,11,931,0.0142059326171875,465,43,1806,0,,,,,0.0,False
19,A1K2P5,ES,7,A1K2P5_ES_slice007,22,False,insufficient_nodes,3,3,4,1,11,267,0.0040740966796875,133,43,1806,0,,,,,0.0,False
19,A1K2P5,ES,8,A1K2P5_ES_slice008,23,False,insufficient_nodes,3,3,4,1,1,1,1.52587890625e-05,1,34,1122,0,,,,,0.0,False
19,A1K2P5,ES,9,A1K2P5_ES_slice009,24,False,insufficient_nodes,3,3,4,1,10,141,0.0021514892578125,70,33,1056,0,,,,,0.0,False
19,A1K2P5,ES,10,A1K2P5_ES_slice010,25,False,empty_current_graph,3,3,3,0,0,0,0.0,0,22,462,0,,,,,0.0,False
19,A1K2P5,ES,11,A1K2P5_ES_slice011,26,False,empty_current_graph,3,3,3,0,0,0,0.0,0,22,462,0,,,,,0.0,False
19,A1K2P5,ES,12,A1K2P5_ES_slice012,27,False,empty_current_graph,3,3,3,0,0,0,0.0,0,22,462,0,,,,,0.0,False
19,A1K2P5,ES,13,A1K2P5_ES_slice013,28,False,empty_current_graph,3,3,3,0,0,0,0.0,0,22,462,0,,,,,0.0,False
19,A3P9V7,ED,0,A3P9V7_ED_slice000,29,False,insufficient_nodes,3,3,4,1,11,1096,0.0167236328125,548,33,1056,0,,,,,0.0,False
19,A3P9V7,ED,1,A3P9V7_ED_slice001,30,False,insufficient_nodes,3,3,4,1,11,518,0.007904052734375,259,33,1056,0,,,,,0.0,False
19,A3P9V7,ED,2,A3P9V7_ED_slice002,31,False,insufficient_nodes,3,3,4,1,11,2068,0.03155517578125,1034,43,1806,0,,,,,0.0,False
19,A3P9V7,ED,3,A3P9V7_ED_slice003,32,False,insufficient_nodes,3,3,4,1,10,2460,0.03753662109375,1230,43,1806,0,,,,,0.0,False
