method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,0,A,vendor_A_Siemens,0,1,139,0.6488961740363416,0.1537522844059004,0.9902877769024252,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,2,139,0.6120852720823219,0.1200655636598738,0.9840394108415508,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,3,139,0.6047784874765135,0.11523666565152381,0.9790836409699145,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,4,139,0.5931643543483542,0.11041375045939315,0.9655012050978571,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,5,139,0.5599096263055321,0.10194418828586023,0.9159308740560957,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,6,139,0.4984063812725836,0.08942197340962699,0.8179688204964288,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,7,139,0.4370916104145187,0.07575143034831225,0.7226803590067856,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,8,139,0.38666128876397937,0.06304217708839786,0.6472382232439604,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,9,139,0.3677746658916954,0.058211799777990625,0.6191257332726349,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,10,139,0.3512008280205212,0.0536847366623098,0.5950321844584651,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,11,139,0.3295862575014718,0.04748560610166985,0.5642013039520318,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,12,139,0.32351101699064105,0.04624950020111722,0.5545230321318125,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,13,139,0.3174465871114525,0.04434966050731621,0.5461938550575174,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,14,139,0.3103308218846218,0.04234614999120613,0.5359693446176516,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,15,139,0.30088721065641305,0.0398028781704551,0.5221686656955334,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,16,139,0.301239537034961,0.04032946477155033,0.521820142329168,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,17,139,0.293807988329757,0.03795007490318456,0.5117158274427592,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,18,139,0.29176788610948934,0.03761865908829428,0.5082984517375342,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,19,139,0.2879043147503901,0.03659758614979202,0.5026134561291702,0.001,95,2212
FullySupervisedMMS,0,A,vendor_A_Siemens,0,20,139,0.2812197052960773,0.03474373854160737,0.49295193407175353,0.001,95,2212
