task_id,patient_setting,seed,vendor,domain,n_slices,n_alignment_slices,tent_exact_match_rate,balanced_exact_match_rate,mean_tent_grid_gap_to_oracle,median_tent_grid_gap_to_oracle,mean_balanced_grid_gap_to_oracle,median_balanced_grid_gap_to_oracle,mean_spearman_neg_tent_entropy_dice,mean_spearman_neg_balanced_entropy_dice,mean_tent_learned_s,std_tent_learned_s,mean_tent_learned_gap_to_oracle,mean_balanced_learned_s,std_balanced_learned_s,mean_balanced_learned_gap_to_oracle,task_tent_entropy_min_s,task_balanced_entropy_min_s,task_dice_max_s,task_tent_gap_to_dice,task_balanced_gap_to_dice,task_spearman_neg_tent_entropy_dice,task_spearman_neg_balanced_entropy_dice
0,1,0,A,vendor_A_Siemens,2212,1599,0.3064415259537211,0.44715447154471544,0.3772357723577236,0.19999999999999996,0.2185741088180119,0.050000000000000044,0.1917626765216006,0.5396349075592869,0.5122550260309285,0.1703114411112999,0.41910406962046404,0.6312719666639892,0.12631360855643392,0.32886378523556403,0.0,1.0,1.0,1.0,0.0,-0.7766233766233767,1.0
