vendor,stage,seen_slices,selected_slices,selected_pixels,correct_pixels,gt_foreground_pixels,correct_gt_foreground_pixels,selection_coverage_seed_2022,selection_coverage_seed_2023,selection_coverage_seed_2024,selection_coverage_seed_2025,selection_coverage_seed_2026,selection_coverage_mean,selection_coverage_std,selection_coverage_pooled,pixel_accuracy_seed_2022,pixel_accuracy_seed_2023,pixel_accuracy_seed_2024,pixel_accuracy_seed_2025,pixel_accuracy_seed_2026,pixel_accuracy_mean,pixel_accuracy_std,pixel_accuracy_pooled,foreground_pixel_accuracy_seed_2022,foreground_pixel_accuracy_seed_2023,foreground_pixel_accuracy_seed_2024,foreground_pixel_accuracy_seed_2025,foreground_pixel_accuracy_seed_2026,foreground_pixel_accuracy_mean,foreground_pixel_accuracy_std,foreground_pixel_accuracy_pooled
B,first_filter,10245,10245,671416320,662543857,19102885,16757511,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9828856185682231,0.9855674345240819,0.9883155431789326,0.9889559431620608,0.9882027219713694,0.9867854522809335,0.0025373772107938042,0.9867854522809335,0.8753698721423492,0.8762904137254661,0.8728754845145118,0.8909290402994102,0.8706556627441352,0.8772240946851746,0.007971670844974393,0.8772240946851745
B,second_filter,10245,10245,671416320,662329443,19102885,16761766,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9825889993260813,0.9852547075412168,0.9879663336154831,0.9886397012214418,0.9878807905652338,0.9864661064538914,0.0025236864846356053,0.9864661064538914,0.8755630366826791,0.8769099536535974,0.8724737127402484,0.8910586018813389,0.8712288745914557,0.8774468359098639,0.007945314845319651,0.8774468359098638
C,first_filter,4030,4030,264110080,260843413,6914525,5836069,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9843012239441978,0.9869964826787376,0.9884809773258181,0.9891795118156793,0.9891988976717587,0.9876314186872384,0.002065712549163733,0.9876314186872382,0.8373019115557467,0.8439234799208911,0.8367718679157281,0.8548649401079611,0.8472895824369715,0.8440303563874597,0.007516312363206139,0.8440303563874597
C,second_filter,4030,4030,264110080,260748109,6914525,5836008,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9839341610891943,0.986635004616257,0.9880939796012329,0.9888632989698841,0.9888264014762329,0.9872705691505603,0.002071893355270746,0.9872705691505602,0.8374711205758891,0.8442655135385294,0.836309074014484,0.8548765099554922,0.8471854538091915,0.8440215343787173,0.00758766058517854,0.8440215343787173
D,first_filter,4175,4175,273612800,270514426,7354715,6156121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.986592513215756,0.9883813732398484,0.9890289854860591,0.9898438048219966,0.9895336402390531,0.9886760634005427,0.0012895382626262576,0.9886760634005427,0.8517644803367636,0.8253820848258566,0.8078504741516157,0.8573772063227467,0.842778408136821,0.8370305307547607,0.02031795122099193,0.8370305307547607
D,second_filter,4175,4175,273612800,270443542,7354715,6154136,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9863327483217159,0.9881123251543787,0.988729931494433,0.989577589206353,0.9893323886894181,0.9884169965732598,0.0012961251578022185,0.9884169965732598,0.8509860681209265,0.8250210919117872,0.8064928416668763,0.857646421377307,0.8436567562441236,0.8367606358642041,0.020857203153028425,0.8367606358642041
