vendor,stratum,metric,sar_seed_2022,sar_seed_2023,sar_seed_2024,sar_seed_2025,sar_seed_2026,sar_mean,sar_std,source_seed_2022,source_seed_2023,source_seed_2024,source_seed_2025,source_seed_2026,sar_minus_source_seed_2022,sar_minus_source_seed_2023,sar_minus_source_seed_2024,sar_minus_source_seed_2025,sar_minus_source_seed_2026,source_mean,sar_minus_source_mean,sar_minus_source_std,tent_seed_2022,tent_seed_2023,tent_seed_2024,tent_seed_2025,tent_seed_2026,sar_minus_tent_seed_2022,sar_minus_tent_seed_2023,sar_minus_tent_seed_2024,sar_minus_tent_seed_2025,sar_minus_tent_seed_2026,tent_mean,sar_minus_tent_mean,sar_minus_tent_std
B,all_slices,dice_lv,0.8126065834625444,0.7529065917154724,0.794435098019879,0.8017292979973447,0.6696068547576063,0.7662568851905693,0.05856632350817145,0.8008056683405645,0.7646405080072158,0.793840845741216,0.809371727134812,0.6804954793311346,0.011800915121979894,-0.011733916291743474,0.0005942522786629434,-0.007642429137467266,-0.01088862457352835,0.7698308457109886,-0.0035739605204192504,0.009879301901518518,0.8137938087547119,0.7530574195752338,0.7945125168035928,0.8017824372961939,0.6697691431392729,-0.0011872252921674153,-0.00015082785976139323,-7.741878371381183e-05,-5.313929884920299e-05,-0.00016228838166665316,0.766583065113801,-0.0003261799232316953,0.00048359104572534377
B,all_slices,dice_macro,0.7781968662931792,0.7557555976926583,0.765206325321593,0.7612019017826676,0.6823152664987558,0.7485351915177707,0.03793217610609824,0.7643601882720757,0.7557418055851226,0.7572944283009284,0.7608101294702398,0.6597793296268881,0.013836678021103443,1.3792107535715026e-05,0.007911897020664638,0.00039177231242770727,0.022535936871867723,0.7395971762510509,0.008938015266719845,0.009521466733709233,0.778722667418538,0.7558199545713801,0.7656129814445046,0.7616249643831798,0.6824086882429052,-0.0005258011253588268,-6.435687872174967e-05,-0.00040665612291157505,-0.0004230626005122806,-9.34217441493912e-05,0.7488378512121016,-0.0003026596943307647,0.00020956679540128553
B,all_slices,dice_myo,0.732056037374508,0.719730370308524,0.7212288305974447,0.7356012627599957,0.6608200776534999,0.7138873157387945,0.03043751314677964,0.6975679410854069,0.6929964256980882,0.6941327814628984,0.7185149580315648,0.6270257514298224,0.0344880962891011,0.026733944610435878,0.02709604913454633,0.017086304728430868,0.03379432622367751,0.6860475715415562,0.027839744197238336,0.007019080568862271,0.7321040102310584,0.7197761846731526,0.7216661005964652,0.73562216768624,0.6609217503553153,-4.797285655044892e-05,-4.581436462858246e-05,-0.00043726999902049535,-2.0904926244291744e-05,-0.00010167270181538068,0.7140180427084463,-0.00013072696965183984,0.000173876431898682
B,all_slices,dice_rv,0.7899279780424854,0.7946298310539786,0.7799550473474555,0.746275144590662,0.7165188670851618,0.7654613736239486,0.033252671131207744,0.794706955390256,0.8095884830500639,0.783909657698671,0.754543703244343,0.6718167581197072,-0.004778977347770663,-0.01495865199608537,-0.003954610351215582,-0.008268558653680924,0.04470210896545457,0.7629131115006083,0.0025482621233404055,0.023960479158308342,0.7902701832698441,0.7946262594657539,0.7806603269334558,0.7474702881671057,0.7165351712341275,-0.00034220522735872727,3.571588224615674e-06,-0.0007052795860003069,-0.0011951435764436802,-1.6304148965695653e-05,0.7659124458140574,-0.0004510721901087589,0.0005064187640785474
B,all_slices,hd95_2d_px_lv,42.71375371385166,69.36644278464112,50.08514764166551,49.06809250809745,97.4812384717764,61.74293502400643,22.32716722230481,38.21080687842486,57.97425247968232,41.94850017077435,38.75647404467928,91.68925976252514,4.502946835426798,11.392190304958802,8.136647470891155,10.31161846341817,5.791978709251254,53.715858667217184,8.027076356789236,2.914201465562202,42.198608704229464,69.23197953793014,49.94544391407727,49.01312276065519,97.34594561780328,0.515145009622195,0.13446324671097898,0.13970372758823402,0.054969747442257244,0.13529285397311241,61.547020106939065,0.19591491706735553,0.18192335816166377
B,all_slices,hd95_2d_px_macro,44.392237181208905,54.95128378453984,49.17802763670418,52.676416928651854,85.01378686972708,57.24235048016637,16.0273838294004,39.392578987720604,47.32129520039248,43.92947947916717,46.21748165913314,90.31404489888665,4.999658193488301,7.6299885841473625,5.248548157537009,6.458935269518712,-5.300258029159565,53.43497604506001,3.8073744351063636,5.198332548854358,44.24865666906459,54.88573577372404,48.983193587488984,52.47066263040057,84.95394129490433,0.1435805121443181,0.06554801081579598,0.19483404921519565,0.20575429825128566,0.05984557482275932,57.1084379911165,0.13391248904987094,0.06914796161169202
B,all_slices,hd95_2d_px_myo,45.349162779626866,51.876022694253344,52.93173323669204,46.22477459875426,82.01942692830794,55.68022404752689,15.098974379637804,38.123353664238536,46.63339727115525,47.709739460658646,40.67228077835814,85.3402556255242,7.22580911538833,5.24262542309809,5.221993776033393,5.552493820396116,-3.320828697216257,51.695805359986956,3.9844186875399346,4.166736947827995,45.33276974758865,51.83041268240592,52.76138307571479,46.135261297234,81.98180574145141,0.016393032038216404,0.04561001184742253,0.1703501609772502,0.08951330152025605,0.03762118685652638,55.60832650887895,0.07189753864793431,0.06113486435025634
B,all_slices,hd95_2d_px_rv,45.113795050148184,43.611385874725066,44.517202031754984,62.736383679103845,75.54069520909692,54.3038923689658,14.288768283002296,41.843576420498394,37.35623585033986,42.13019880606852,59.22369015436201,93.91261930861064,3.27021862964979,6.255150024385209,2.3870032256864633,3.5126935247418345,-18.37192409951372,54.89326410797588,-0.5893717390100847,10.04550685376365,45.214591555375655,43.59481510083608,44.24275377267489,62.2636038333125,75.53407252545828,-0.1007965052274713,0.016570773888986423,0.2744482590800956,0.4727798457913437,0.00662268363863916,54.16996735753148,0.13392501143431873,0.23432961401202532
B,foreground_present,dice_lv,0.8193915113507856,0.7914056316291455,0.8179070197180665,0.8224809103645708,0.7227929503056715,0.794795604673648,0.04213504015395743,0.7783564754591866,0.7785792906537072,0.7924654733341355,0.8067884080365926,0.7241583899323423,0.04103503589159896,0.012826340975438222,0.025441546383930924,0.015692502327978253,-0.0013654396266707947,0.7760696074831929,0.01872599719045511,0.015735832331431908,0.8194589258657864,0.7916022212717156,0.8180079276739478,0.8225501723416597,0.723004477638855,-6.741451500080764e-05,-0.00019658964257018852,-0.00010090795588135748,-6.926197708889692e-05,-0.00021152733318352546,0.7949247449583929,-0.0001291402847449552,6.987415186028935e-05
B,foreground_present,dice_macro,0.7866859850026581,0.7799146367575652,0.7839682509668359,0.7935358916790297,0.7378206098038841,0.7763850748419946,0.02212148050791043,0.7376351912392005,0.745657584206148,0.7508002198403378,0.768952092094869,0.7200855591026786,0.049050793763457556,0.0342570525514172,0.03316803112649802,0.02458379958416068,0.017735050701205513,0.7446261292966467,0.03175894554534779,0.01178331894831444,0.7867099349158968,0.7799979743366326,0.7839998702798175,0.793599414971867,0.737943416079546,-2.394991323872997e-05,-8.333757906742179e-05,-3.161931298167886e-05,-6.352329283731972e-05,-0.00012280627566196856,0.776450122116752,-6.504727475742378e-05,4.024730329604463e-05
