method,task_id,patient_setting,seed,vendor,vendor_name,domain,checkpoint,batch_size,branch_count,test_fractions,paper_lambdas,background_index,entropy_mode,eps,episodic,stream_order,n_patients,n_slices,mean_entropy_span,mean_max_weight,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean,output_dir
InTEnt,37,2,4,B,Philips,vendor_B_Philips,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params/Patient2/Seed4/baseline_model_with_metadata.pt,1,6,0|0.2|0.4|0.6|0.8|1,1|0.8|0.6|0.4|0.2|0,0,categorical_foreground_background_balanced,1e-12,True,"patient,phase,z_index",125,2642,0.041453431351110355,0.2385603229851546,0.7745624979182071,0.7968848921962365,0.8667343513002409,0.8127272471382282,6.422575225586623,8.660630574261564,4.04500818986443,6.376071329904206,/rds/general/user/hs225/home/TTA_Project_runs/Research/intent_results/shards/task_37
