method,labeled_cases_per_class,seed,epoch,steps,lambda_u,ema_alpha,train_loss,supervised_loss,ce_loss,dice_loss,consistency_loss,labeled_slice_count,unlabeled_slice_count,run_dir
MeanTeacher,1,0,25,180,0.4950358969261986,0.99,0.04771085275400158,0.047406736249932795,6.307064351555406e-06,0.09480085851032022,0.0006143320237040624,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,26,180,0.5419941884591871,0.99,0.047883814465442105,0.047528434747437134,7.513471973652486e-06,0.09504184243455206,0.0006556895074027125,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,27,180,0.5897096393006395,0.99,0.049231838101857446,0.048702556628106526,0.0005729792886237799,0.09625915507042211,0.0008975292061222717,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,28,180,0.6376281516217732,0.99,0.059952062902286544,0.05862561850937911,0.0029835853125405264,0.1112840663376523,0.002080278837820515,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,29,180,0.6851448522064273,0.99,0.04803194739037685,0.04748191127695867,1.6702809347811532e-05,0.09493041736835342,0.0008028027790714986,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,30,180,0.7316156289466418,0.99,0.048589923458995245,0.04812849703614322,9.844354629725179e-06,0.09623730540810761,0.0006306951166253485,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,31,180,0.7763708294044125,0.99,0.04715001408832096,0.046717461467152235,7.827104996572922e-06,0.09341926903151843,0.0005571470872382633,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,32,180,0.8187307530779819,0.99,0.04783869909782273,0.047397332397445605,6.266567355497601e-06,0.09478213157971267,0.0005390863828425709,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,33,180,0.8580224623000264,0.99,0.04757600364876756,0.047156128969254495,5.237767975864295e-06,0.09430178296974595,0.0004893513816770994,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,34,180,0.8935973471085157,0.99,0.0474278513156201,0.047036067930962926,4.902716097553316e-06,0.09406233007721312,0.0004384341130692822,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,35,180,0.9248488132162048,0.99,0.04775543981538956,0.04730779142537358,1.633157985199634e-05,0.094582920212027,0.00048402347060295546,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,36,180,0.951229424500714,0.99,0.04767624559139626,0.047118245668308294,4.237983016411009e-05,0.09415173117381023,0.000586609312126206,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,37,180,0.9722668258518644,0.99,0.048050156827472774,0.04745458069511288,4.319832147656497e-05,0.09482276490735886,0.0006125645489697086,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,38,180,0.9875778004938814,0.99,0.049554211323427605,0.048784126859674065,0.00028386550614969665,0.09700052285770652,0.0007797708914343578,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,39,180,0.9968798777302081,0.99,0.054604938534450614,0.053456896814653494,0.0015928442778860902,0.10372810463644176,0.0011516350025582748,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,40,180,1.0,0.99,0.0474503931919268,0.0469381209001262,7.558222318948538e-06,0.09386112577554337,0.0005122724080542362,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,41,180,1.0,0.999,0.04741615247783355,0.046913522991983175,4.164895152472228e-06,0.09381871588399614,0.0005026293777013457,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,42,180,1.0,0.999,0.04769841538953996,0.04724962933004362,3.060408353879514e-06,0.09449313752104192,0.0004487860972100558,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,43,180,1.0,0.999,0.047532946339763134,0.04713031149071362,2.609917371248432e-06,0.09425540344329622,0.00040263500458321584,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,44,180,1.0,0.999,0.04710520665911544,0.046778856723216855,1.975063507744481e-06,0.09355376345568706,0.0003263499325031363,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,45,180,1.0,0.999,0.04655323131001852,0.04613828075726916,1.51861793044519e-05,0.09224618932783213,0.00041495052763720094,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,46,180,1.0,0.999,0.04750921522103858,0.04701710314307598,3.2922213399110153e-06,0.09402762155435387,0.0004921119432563299,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,47,180,1.0,0.999,0.04778506673093135,0.047264659717964404,6.145947016812493e-06,0.09451702732485501,0.0005204068786244736,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,48,180,1.0,0.999,0.047588005311424944,0.04713815647731078,5.072892494379428e-06,0.09426616746950459,0.0004498487889779628,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,49,180,1.0,0.999,0.04784920460175878,0.047478362219873005,3.7682398540381556e-06,0.09494918780070899,0.0003708423084592343,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,50,180,1.0,0.999,0.0475354733876884,0.04723710837877459,1.933561922050507e-06,0.09447034934742583,0.0002983649633178073,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,51,180,1.0,0.999,0.047175307654187135,0.04689491535681959,3.075307156071479e-06,0.09378368047385569,0.0002803923854015819,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,52,180,1.0,0.999,0.04759670351551096,0.04734800694829776,1.0306136325589755e-06,0.0946939526747681,0.00024869654334906953,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,53,180,1.0,0.999,0.04790746789399741,0.047693710974469165,8.781417242352695e-07,0.09538566512923252,0.00021375692759748846,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,54,180,1.0,0.999,0.047671900809978573,0.04746261555062069,9.426457575993178e-07,0.0949233459378623,0.00020928554351687327,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,55,180,1.0,0.999,0.06338164611960463,0.06171084062635196,0.0037995758836605847,0.11582252873082931,0.001670805520714364,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,56,180,1.0,0.999,0.049875753993142605,0.048346511289168524,0.0002386094277653683,0.09621580336040804,0.0015292426018277184,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,57,180,1.0,0.999,0.048354281578212976,0.04753067819401622,1.0143869906187319e-05,0.09504106862263548,0.0008236033753039212,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,58,180,1.0,0.999,0.047791332522562395,0.04715267376615076,5.7834883326298344e-06,0.09429378058379775,0.0006386585530385168,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,59,180,1.0,0.999,0.04750139103869312,0.04702156162702522,3.956532960576927e-06,0.09403521048807306,0.0004798293887385322,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,60,180,1.0,0.999,0.047632328775216594,0.047244045294019085,2.517392704880371e-06,0.09448305546423702,0.00038828342492504617,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,61,180,1.0,0.999,0.04746896447654257,0.04712580984900746,2.306972852908176e-06,0.0942470059558117,0.0003431546990112919,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,62,180,1.0,0.999,0.046982116801761245,0.046660693881929345,2.019346757088493e-06,0.09331734936560881,0.00032142298114195,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,63,180,1.0,0.999,0.04751565410503342,0.047235988329905214,1.7430943090504216e-06,0.09446849019999111,0.00027966542778206835,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,64,180,1.0,0.999,0.047612323948204804,0.04734936093540859,1.3178328389231967e-06,0.094696086307148,0.0002629628876295303,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,65,180,1.0,0.999,0.04748393073306134,0.047232950797640824,1.2461879368035826e-06,0.09446340907647431,0.00025097979485306295,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,66,180,1.0,0.999,0.047819905257428116,0.04758049394738716,1.3390182346029177e-06,0.09515830975857777,0.00023941107307715961,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,67,180,1.0,0.999,0.047000658752990095,0.046769622413262366,1.5184667895419402e-06,0.09353620777671191,0.00023103634222126047,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,68,180,1.0,0.999,0.0474500458307173,0.04723140645509274,1.394746389375238e-06,0.09446002342918594,0.0002186394990632026,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,69,180,1.0,0.999,0.04791947468466889,0.04769657211211577,1.8832970116338603e-06,0.09538937794677117,0.00022290241463957097,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,70,180,1.0,0.999,0.047502137971079925,0.0472993851838156,2.4756216110056863e-05,0.0945492579292679,0.000202753010004623,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,71,180,1.0,0.999,0.05380825036716285,0.05296621559124712,0.0016764689350086176,0.10257949322977866,0.0008420347854553256,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,72,180,1.0,0.999,0.04715223191322164,0.046679781466819906,4.646998734693221e-06,0.09335026918353025,0.00047245036314254524,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,73,180,1.0,0.999,0.04726741073528602,0.046692817613484296,7.4769044829281485e-06,0.09337068174647559,0.0005745930627098359,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,74,180,1.0,0.999,0.04735117738180432,0.04700467451131469,1.742414035435205e-06,0.09400586398942323,0.00034650288067091927,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,75,180,1.0,0.999,0.047447821888272304,0.0471210212611772,1.9155154505925665e-06,0.09423821113879159,0.0003268005109324198,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,76,180,1.0,0.999,0.04780117602171635,0.047272563453518365,9.25972659457683e-06,0.09452660734338375,0.0005286125312623981,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,77,180,1.0,0.999,0.048052740312939726,0.0475869043972226,2.5549497013659878e-06,0.09516869919315367,0.0004658359269039162,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,78,180,1.0,0.999,0.047671182942495866,0.04734765359516789,1.375105946029483e-06,0.09469255729825615,0.00032352946097186455,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,79,180,1.0,0.999,0.04712992597123957,0.046782796518032736,3.933751416538042e-06,0.09355772525365057,0.0003471295340002851,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,80,180,1.0,0.999,0.047665012901416046,0.04745937578505214,6.319113481367822e-07,0.0949174877739602,0.00020563719810727182,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,81,180,1.0,0.999,0.047291646090848696,0.04711092190291184,5.161610720468464e-07,0.0942208114942812,0.000180724339871732,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,82,180,1.0,0.999,0.04692558209531449,0.04676317715795398,4.459462554488406e-07,0.09352546234928368,0.00016240491254898695,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,83,180,1.0,0.999,0.047499317818276016,0.047341479754416264,4.369913657203344e-07,0.09468208548649071,0.00015783814697998525,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,84,180,1.0,0.999,0.047029167560807154,0.046879860888469065,7.004406419418451e-07,0.09375832100856517,0.0001493067209392191,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,85,180,1.0,0.999,0.047485568030384055,0.047341044110249995,4.190262950645421e-07,0.0946812500211561,0.00014452392772202276,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,86,180,1.0,0.999,0.04770791548894016,0.04757190214442567,3.6595856529844344e-07,0.09514307228642388,0.00013601329855090526,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,87,180,1.0,0.999,0.04771223140835193,0.04757294838594438,7.931665051962176e-07,0.09514431055912004,0.00013928303635819047,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,88,180,1.0,0.999,0.04867009817270526,0.048408625557159565,0.00032819345634378135,0.09616086435221152,0.0002614725427621225,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,89,180,1.0,0.999,0.05148667453645935,0.050713755942484166,0.0008880245825095143,0.09965146265830198,0.0007729184263250015,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,90,180,1.0,0.999,0.04727775615158154,0.046892124735081274,2.2399696509485998e-06,0.0937797694847379,0.0003856312468997203,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,91,180,1.0,0.999,0.04787910294277632,0.04757885451765813,1.2645875426326509e-06,0.09515517994217489,0.0003002486178350713,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,92,180,1.0,0.999,0.04749196693139513,0.047229181545309175,9.468097429829767e-07,0.094456469536706,0.00026278527244964306,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,93,180,1.0,0.999,0.04688645081854095,0.046650068854268686,8.711934629306799e-07,0.09329839570935089,0.00023638182796680162,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,94,180,1.0,0.999,0.0471864018199186,0.04699492157994882,6.425525471500906e-07,0.09398855842928241,0.00019148006407097758,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,95,180,1.0,0.999,0.04754005796009248,0.04734188472460674,7.911358805598765e-07,0.09468218749739712,0.00019817307105161793,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,96,180,1.0,0.999,0.04684030265982276,0.0465158815134651,0.00025410070366381395,0.09252356193632699,0.00032442119999258367,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,97,180,1.0,0.999,0.04991956517333165,0.04783415049383216,0.0029062567107404095,0.08985578741428779,0.0020854146827736664,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,98,180,1.0,0.999,0.03859829322318546,0.037376115168444815,0.00047433832617874334,0.07380355353218167,0.0012221781038937883,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,99,180,1.0,0.999,0.025142691981616533,0.023429223729181103,0.0033292040921676543,0.0402000393692611,0.001713468264723714,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,100,180,1.0,0.999,0.01173410069055131,0.009839549637076239,0.002117537092918711,0.015444025123077963,0.0018945510900165471,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,101,180,1.0,0.999,0.0017888415727712627,0.0006202276082654458,0.0001588100906398419,0.0009228350365042894,0.0011686139657588986,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,102,180,1.0,0.999,0.0010051484969961974,0.0001505125489832911,4.016051376664917e-05,0.0002207040716813127,0.0008546359442536616,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,103,180,1.0,0.999,0.0008072385730176595,0.00010915875198204755,2.525284354469982e-05,0.0001678118185938931,0.0006980798199947458,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,104,180,1.0,0.999,0.0006296791860626803,5.8963582745895516e-05,1.2315179207512807e-05,9.329680751761771e-05,0.0005707156009318877,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,105,180,1.0,0.999,0.0005494712530991011,4.62319436438621e-05,7.590692848048598e-06,7.728250157015281e-05,0.0005032393096674544,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,106,180,1.0,0.999,0.0004933686960511194,3.346776468081063e-05,4.56676832590751e-06,5.7801992412957284e-05,0.00045990093304782125,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,107,180,1.0,0.999,0.00044106318899947737,3.156415245434295e-05,4.407399350093833e-06,5.431350620912983e-05,0.00040949903527184183,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,108,180,1.0,0.999,0.000406621327824218,2.1822686797653053e-05,2.688974447235321e-06,3.826742473494152e-05,0.0003847986422543828,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
MeanTeacher,1,0,109,180,1.0,0.999,0.0003790559604466479,2.1058331251171896e-05,2.9871750326846165e-06,3.614231238518389e-05,0.0003579976287760979,92,1438,/rds/general/user/hs225/home/TTA_Project_runs/Research/ResUNet34_params/Patient1/Seed0
