task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
11,A1K2P5,ED,0,A1K2P5_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
11,A1K2P5,ED,1,A1K2P5_ED_slice001,2,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
11,A1K2P5,ED,2,A1K2P5_ED_slice002,3,False,pool_not_ready,0,1,1,1,11,725,0.0110626220703125,362,11,110,0,,,,,0.0,False
11,A1K2P5,ED,3,A1K2P5_ED_slice003,4,False,insufficient_nodes,1,2,2,1,11,2022,0.030853271484375,1011,22,462,0,,,,,0.0,False
11,A1K2P5,ED,4,A1K2P5_ED_slice004,5,False,insufficient_nodes,2,3,3,1,11,2383,0.0363616943359375,1191,33,1056,0,,,,,0.0,False
11,A1K2P5,ED,5,A1K2P5_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,1906,0.029083251953125,953,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,6,A1K2P5_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,1833,0.0279693603515625,916,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,7,A1K2P5_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,1347,0.0205535888671875,673,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,8,A1K2P5_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,1417,0.0216217041015625,708,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,9,A1K2P5_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,1022,0.015594482421875,511,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,10,A1K2P5_ED_slice010,11,False,insufficient_nodes,3,3,4,1,11,484,0.00738525390625,242,44,1892,0,,,,,0.0,False
11,A1K2P5,ED,11,A1K2P5_ED_slice011,12,False,insufficient_nodes,3,3,4,1,6,13,0.0001983642578125,6,39,1482,0,,,,,0.0,False
11,A1K2P5,ED,12,A1K2P5_ED_slice012,13,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A1K2P5,ED,13,A1K2P5_ED_slice013,14,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A1K2P5,ES,0,A1K2P5_ES_slice000,15,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A1K2P5,ES,1,A1K2P5_ES_slice001,16,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A1K2P5,ES,2,A1K2P5_ES_slice002,17,False,insufficient_nodes,3,3,4,1,15,58,0.000885009765625,29,43,1806,0,,,,,0.0,False
11,A1K2P5,ES,3,A1K2P5_ES_slice003,18,False,insufficient_nodes,3,3,4,1,11,264,0.0040283203125,132,43,1806,0,,,,,0.0,False
11,A1K2P5,ES,4,A1K2P5_ES_slice004,19,False,insufficient_nodes,3,3,4,1,11,1566,0.023895263671875,783,43,1806,0,,,,,0.0,False
11,A1K2P5,ES,5,A1K2P5_ES_slice005,20,False,insufficient_nodes,3,3,4,1,11,1815,0.0276947021484375,907,48,2256,0,,,,,0.0,False
11,A1K2P5,ES,6,A1K2P5_ES_slice006,21,False,insufficient_nodes,3,3,4,1,11,1782,0.027191162109375,891,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,7,A1K2P5_ES_slice007,22,False,insufficient_nodes,3,3,4,1,11,1548,0.02362060546875,774,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,8,A1K2P5_ES_slice008,23,False,insufficient_nodes,3,3,4,1,11,1136,0.017333984375,568,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,9,A1K2P5_ES_slice009,24,False,insufficient_nodes,3,3,4,1,11,729,0.0111236572265625,364,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,10,A1K2P5_ES_slice010,25,False,insufficient_nodes,3,3,4,1,11,345,0.0052642822265625,172,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,11,A1K2P5_ES_slice011,26,False,insufficient_nodes,3,3,4,1,11,125,0.0019073486328125,62,44,1892,0,,,,,0.0,False
11,A1K2P5,ES,12,A1K2P5_ES_slice012,27,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
11,A1K2P5,ES,13,A1K2P5_ES_slice013,28,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
11,A3P9V7,ED,0,A3P9V7_ED_slice000,29,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
11,A3P9V7,ED,1,A3P9V7_ED_slice001,30,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
11,A3P9V7,ED,2,A3P9V7_ED_slice002,31,False,insufficient_nodes,3,3,4,1,11,835,0.0127410888671875,417,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,3,A3P9V7_ED_slice003,32,False,insufficient_nodes,3,3,4,1,11,716,0.01092529296875,358,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,4,A3P9V7_ED_slice004,33,False,insufficient_nodes,3,3,4,1,11,1245,0.0189971923828125,622,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,5,A3P9V7_ED_slice005,34,False,insufficient_nodes,3,3,4,1,11,1784,0.0272216796875,892,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,6,A3P9V7_ED_slice006,35,False,insufficient_nodes,3,3,4,1,11,1545,0.0235748291015625,772,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,7,A3P9V7_ED_slice007,36,False,insufficient_nodes,3,3,4,1,11,750,0.011444091796875,375,44,1892,0,,,,,0.0,False
11,A3P9V7,ED,8,A3P9V7_ED_slice008,37,False,insufficient_nodes,3,3,4,1,6,12,0.00018310546875,6,39,1482,0,,,,,0.0,False
11,A3P9V7,ED,9,A3P9V7_ED_slice009,38,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A3P9V7,ED,10,A3P9V7_ED_slice010,39,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A3P9V7,ED,11,A3P9V7_ED_slice011,40,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A3P9V7,ES,0,A3P9V7_ES_slice000,41,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A3P9V7,ES,1,A3P9V7_ES_slice001,42,False,empty_current_graph,3,3,3,0,0,0,0.0,0,28,756,0,,,,,0.0,False
11,A3P9V7,ES,2,A3P9V7_ES_slice002,43,False,insufficient_nodes,3,3,4,1,11,623,0.0095062255859375,311,39,1482,0,,,,,0.0,False
11,A3P9V7,ES,3,A3P9V7_ES_slice003,44,False,insufficient_nodes,3,3,4,1,11,1513,0.0230865478515625,756,39,1482,0,,,,,0.0,False
11,A3P9V7,ES,4,A3P9V7_ES_slice004,45,False,insufficient_nodes,3,3,4,1,11,1404,0.02142333984375,702,39,1482,0,,,,,0.0,False
11,A3P9V7,ES,5,A3P9V7_ES_slice005,46,False,insufficient_nodes,3,3,4,1,11,1268,0.01934814453125,634,44,1892,0,,,,,0.0,False
11,A3P9V7,ES,6,A3P9V7_ES_slice006,47,False,insufficient_nodes,3,3,4,1,11,922,0.014068603515625,461,44,1892,0,,,,,0.0,False
11,A3P9V7,ES,7,A3P9V7_ES_slice007,48,False,insufficient_nodes,3,3,4,1,11,617,0.0094146728515625,308,44,1892,0,,,,,0.0,False
11,A3P9V7,ES,8,A3P9V7_ES_slice008,49,False,insufficient_nodes,3,3,4,1,12,91,0.0013885498046875,45,45,1980,0,,,,,0.0,False
11,A3P9V7,ES,9,A3P9V7_ES_slice009,50,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
11,A3P9V7,ES,10,A3P9V7_ES_slice010,51,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
11,A3P9V7,ES,11,A3P9V7_ES_slice011,52,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
11,A4B9O6,ED,0,A4B9O6_ED_slice000,53,False,empty_current_graph,3,3,3,0,0,0,0.0,0,34,1122,0,,,,,0.0,False
