task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
55,A1K2P5,ED,0,A1K2P5_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
55,A1K2P5,ED,1,A1K2P5_ED_slice001,2,False,pool_not_ready,0,1,1,1,10,21,0.0003204345703125,10,10,90,0,,,,,0.0,False
55,A1K2P5,ED,2,A1K2P5_ED_slice002,3,False,empty_current_graph,1,1,1,0,0,0,0.0,0,10,90,0,,,,,0.0,False
55,A1K2P5,ED,3,A1K2P5_ED_slice003,4,False,insufficient_nodes,1,2,2,1,11,2697,0.0411529541015625,1348,21,420,0,,,,,0.0,False
55,A1K2P5,ED,4,A1K2P5_ED_slice004,5,False,insufficient_nodes,2,3,3,1,11,2962,0.045196533203125,1481,32,992,0,,,,,0.0,False
55,A1K2P5,ED,5,A1K2P5_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,2831,0.0431976318359375,1415,43,1806,0,,,,,0.0,False
55,A1K2P5,ED,6,A1K2P5_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,2148,0.03277587890625,1074,44,1892,0,,,,,0.0,False
55,A1K2P5,ED,7,A1K2P5_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,1579,0.0240936279296875,789,44,1892,0,,,,,0.0,False
55,A1K2P5,ED,8,A1K2P5_ED_slice008,9,False,insufficient_nodes,3,3,4,1,10,1601,0.0244293212890625,800,43,1806,0,,,,,0.0,False
55,A1K2P5,ED,9,A1K2P5_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,1127,0.0171966552734375,563,43,1806,0,,,,,0.0,False
55,A1K2P5,ED,10,A1K2P5_ED_slice010,11,False,insufficient_nodes,3,3,4,1,11,704,0.0107421875,352,43,1806,0,,,,,0.0,False
55,A1K2P5,ED,11,A1K2P5_ED_slice011,12,False,insufficient_nodes,3,3,4,1,11,234,0.003570556640625,117,43,1806,0,,,,,0.0,False
55,A1K2P5,ED,12,A1K2P5_ED_slice012,13,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
55,A1K2P5,ED,13,A1K2P5_ED_slice013,14,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
55,A1K2P5,ES,0,A1K2P5_ES_slice000,15,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
55,A1K2P5,ES,1,A1K2P5_ES_slice001,16,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
55,A1K2P5,ES,2,A1K2P5_ES_slice002,17,False,empty_current_graph,3,3,3,0,0,0,0.0,0,33,1056,0,,,,,0.0,False
55,A1K2P5,ES,3,A1K2P5_ES_slice003,18,False,insufficient_nodes,3,3,4,1,11,659,0.0100555419921875,329,44,1892,0,,,,,0.0,False
55,A1K2P5,ES,4,A1K2P5_ES_slice004,19,False,insufficient_nodes,3,3,4,1,11,1570,0.023956298828125,785,44,1892,0,,,,,0.0,False
55,A1K2P5,ES,5,A1K2P5_ES_slice005,20,False,insufficient_nodes,3,3,4,1,11,2209,0.0337066650390625,1104,44,1892,0,,,,,0.0,False
55,A1K2P5,ES,6,A1K2P5_ES_slice006,21,False,insufficient_nodes,3,3,4,1,11,1997,0.0304718017578125,998,44,1892,0,,,,,0.0,False
55,A1K2P5,ES,7,A1K2P5_ES_slice007,22,False,insufficient_nodes,3,3,4,1,10,1600,0.0244140625,800,43,1806,0,,,,,0.0,False
55,A1K2P5,ES,8,A1K2P5_ES_slice008,23,False,insufficient_nodes,3,3,4,1,10,1261,0.0192413330078125,630,42,1722,0,,,,,0.0,False
55,A1K2P5,ES,9,A1K2P5_ES_slice009,24,False,insufficient_nodes,3,3,4,1,11,833,0.0127105712890625,416,42,1722,0,,,,,0.0,False
