loss_mode,ablation,sadg_method,style_method,template_mode,mask_mode,spatial_mask_mode,gate_mode,gate_num_bins,gate_rho_max,rho_bin_min,rho_bin_max,rho_bin_mean,rho_bins,spatial_margin_px,spatial_edge_calib,spatial_inner_calib,spatial_calib_mean,spatial_preserve_edge_mean,style_alpha,style_rho,sadg_rho,lambda_disp,dice_weight,lambda_gate_anchor,lambda_gate_smooth,lambda_gate_mono,lambda_spectral_consistency,lambda_gate_budget,spectral_cons_eps,spatial_mask_margin_px,spatial_mask_margin_min_px,spatial_mask_margin_max_px,spatial_mask_edge_init,spatial_mask_inner_init,lambda_spatial_anchor,lambda_spatial_budget,lambda_spatial_tv,lambda_spatial_source_bg_edge,lambda_spatial_source_fg_inner,rho,rho_tag,sadg_rho_tag,lf_radius_h,lf_radius_w,lf_size_h,lf_size_w,checkpoint_source,shot,seed,epoch,train_loss,train_seg_loss,train_disp_loss,style_reg_loss,gate_reg_loss,gate_anchor_loss,gate_smooth_loss,gate_mono_loss,spatial_reg_loss,spatial_anchor_loss,spatial_budget_loss,spatial_tv_loss,spatial_source_reg_loss,spatial_source_bg_edge_loss,spatial_source_fg_inner_loss,spectral_cons_loss,gate_budget_loss,spectral_style_loss,template_l2_loss,template_smooth_loss,epsilon_loss,sadg_grad_norm,perturb_norm,steps,train_case_ids,n_train_slices,slice_policy,num_middle_slices,filter_min_fg,output_dir,prompt_dir
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.49734148383140564,0.5018512010574341,0.4998919367790222,0.49734148|0.50139034|0.50031048|0.49976128|0.498454|0.5018512|0.50014853|0.49987802,15.066137313842773,0.019919635728001595,0.9799985289573669,0.8480469584465027,0.10452041029930115,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,1,1.3410677909851074,1.31331733862559,0.5549946278333664,7.010644698842347e-07,3.583821876993835e-09,8.367446990102204e-07,1.925328646142551e-06,1.5748185375012251e-06,6.97480643907511e-07,0.00035318906642108533,0.00021879263901306936,0.001254989222312967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142649988333385,1.9386485119660695,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4952200651168823,0.5034682154655457,0.4988638758659363,0.49522007|0.50346822|0.49973121|0.4980067|0.49758357|0.50054497|0.49782771|0.49852866,15.086037635803223,0.019843295216560364,0.9799362421035767,0.8478268980979919,0.10458959639072418,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,2,0.9848238279422125,0.963418165842692,0.4280991901954015,7.308450022947e-07,1.570082582465678e-08,3.508165841973702e-06,8.58537612202781e-06,6.764632227411009e-06,7.151441773582216e-07,0.00035932189590918523,0.00023070031359869367,0.0012512194516602904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157077471415201,0.8961379826068878,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4931187033653259,0.5061758756637573,0.49801117181777954,0.4931187|0.50617588|0.50041401|0.49560627|0.49703747|0.49924338|0.49507412|0.49741963,15.085918426513672,0.019829202443361282,0.9799696207046509,0.8478547930717468,0.10458971560001373,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,3,0.8840487202008566,0.862993448972702,0.42109012603759766,7.612694616909721e-07,4.201661848076318e-08,1.1205922760382236e-05,2.3651222363696434e-05,1.7244801711058244e-05,7.192528386212871e-07,0.0003608021409794067,0.00023340178449871019,0.0012504888970094423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261277029911677,0.6703171084324518,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4908292591571808,0.5089803338050842,0.4973902106285095,0.49082926|0.50898033|0.50191832|0.49349827|0.49664381|0.49753433|0.49299687|0.4967204,15.0750732421875,0.01984773762524128,0.9800392389297485,0.8480021953582764,0.10455335676670074,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,4,0.8340653032064438,0.8134794533252716,0.4117009441057841,8.044210630941961e-07,9.107574901653e-08,2.6001993925698724e-05,5.156696139844522e-05,3.6908585570927244e-05,7.133453105249524e-07,0.00035788957999708754,0.00023034311258622134,0.0012511259216504793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782386357585589,0.5591980914274851,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4880596995353699,0.5115236639976501,0.496961385011673,0.4880597|0.51152366|0.50287384|0.49188185|0.496629|0.49605668|0.49119705|0.49746943,15.059476852416992,0.019875943660736084,0.980063259601593,0.8481490612030029,0.10450319200754166,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,5,0.7921784768501917,0.7719821482896805,0.4039093057314555,8.682990966235593e-07,1.618564956136955e-07,4.5385808637850765e-05,9.121264156419784e-05,6.610526270378614e-05,7.064426057468154e-07,0.00035497493324025225,0.00022623933424862722,0.0012522831481571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432640592257181,0.5194231942296028,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.48498964309692383,0.5143250823020935,0.49659284949302673,0.48498964|0.51432508|0.50407183|0.48978657|0.49684626|0.49458206|0.48983485|0.49830654,15.028963088989258,0.01995406299829483,0.9800860285758972,0.8484182357788086,0.10440310835838318,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,6,0.7428759833176931,0.7265937328338623,0.32562582070628804,9.603655494553702e-07,2.6256144162554545e-07,6.929452562568865e-05,0.00014698508797058216,0.00010864689102163538,6.978041113825384e-07,0.0003519125214855497,0.00022048525230881447,0.0012540630899214495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689811090628306,0.6418640439709028,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4813195765018463,0.5176815390586853,0.49621516466140747,0.48131958|0.51768154|0.50649238|0.48766553|0.4972145|0.49201098|0.4889892|0.49834752,14.993086814880371,0.020031463354825974,0.9801305532455444,0.8487478494644165,0.10428596287965775,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,7,0.6806462556123734,0.6733066787322363,0.14676962854961553,1.1015061810818831e-06,4.1765168153536553e-07,0.00010728033460812487,0.0002332510230189655,0.0001736726044327952,6.83854494809566e-07,0.00034764015435939655,0.00021048182194742063,0.001257324901719888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400831043720245,0.6179852883021036,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4778510332107544,0.5203582048416138,0.4958910346031189,0.47785103|0.5203582|0.50857341|0.48630774|0.497143|0.49003664|0.48835877|0.49849963,14.98624324798584,0.020040584728121758,0.9801133275032043,0.8487879037857056,0.10426495969295502,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,8,0.6141532709201177,0.6083723058303198,0.11559362957874934,1.2788358390025678e-06,6.021445386750202e-07,0.000152806323361195,0.000336061893904116,0.00025080198247451335,6.76691295590596e-07,0.0003455892462322178,0.00020519425258195648,0.0012590777575193595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5752999931573868,0.6231431762377421,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.4752304255962372,0.5222925543785095,0.49532997608184814,0.47523043|0.52229255|0.51049256|0.4853467|0.4960677|0.48817796|0.4879517|0.4970803,14.981437683105469,0.02003929764032364,0.9800931811332703,0.8488078713417053,0.10425128042697906,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,9,0.5618906517823538,0.5585540309548378,0.06670373678207397,1.4312941326958632e-06,7.549089768114451e-07,0.0001955089064722415,0.00042185988180184114,0.0003134981767895321,6.763851606213697e-07,0.00034598744969116524,0.0002044436987489462,0.0012595399263470124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5236304228504499,0.6397213190793991,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
Seg-SADG,Seg-SADG,Seg-SADG,LF-Barycenter-RadialGate-LowDimSpatialMask,fixed,cosine,lowdim,radial,8,1.0,0.47334837913513184,0.5240269303321838,0.4950249195098877,0.47334838|0.52402693|0.51230007|0.48519617|0.49468178|0.48717886|0.48793375|0.49553332,14.977923393249512,0.020057236775755882,0.9801281690597534,0.8488682508468628,0.10423770546913147,0.08,0.5,0.05,0.05,0.5,0.0001,0.001,0.001,0.0,0.0,1e-06,15.0,5.0,40.0,0.02,0.98,0.001,0.001,0.0001,0.01,0.001,0.5,style_rho0p5,sadg_rho0p05,9,9,19,19,new_training,4,0,10,0.5198476215203603,0.5175606707731882,0.045708100156237684,1.5531231648916826e-06,8.778437224539933e-07,0.00023322566509402046,0.0004901109011067698,0.00036441020347410813,6.752794377007376e-07,0.0003457643203243303,0.00020352814438714026,0.0012598693526039522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48460275183121365,0.5944906075795492,0.05000000000000001,12,179|180|23|126,46,all_filtered,9,True,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0,D:\Running_Place\PostGraduateProjects\Experiments\PostGraduate\backbones\Prompts\SpaceFrequencyModulation\Seg-SADG\BaryRadGateLowDimSpatial\a0p08\rho0p5\gb8\sadg0p05\shot4\Seed0
