vendor,metric,source_seed_2022,source_seed_2023,source_seed_2024,source_seed_2025,source_seed_2026,sar_minus_source_seed_2022,sar_minus_source_seed_2023,sar_minus_source_seed_2024,sar_minus_source_seed_2025,sar_minus_source_seed_2026,source_mean,sar_minus_source_mean,sar_minus_source_std,tent_seed_2022,tent_seed_2023,tent_seed_2024,tent_seed_2025,tent_seed_2026,sar_minus_tent_seed_2022,sar_minus_tent_seed_2023,sar_minus_tent_seed_2024,sar_minus_tent_seed_2025,sar_minus_tent_seed_2026,tent_mean,sar_minus_tent_mean,sar_minus_tent_std,sar_seed_2022,sar_seed_2023,sar_seed_2024,sar_seed_2025,sar_seed_2026,sar_mean,sar_std
B,dice_lv,0.8768506693856941,0.8731592033525694,0.8785043945258151,0.8701699290027328,0.874614579194114,-0.03248791428128195,-0.010357291264521007,-0.017896032960145747,-5.54760320363723e-05,-0.03607172965609318,0.8746597550921852,-0.01937368883881565,0.0150622019825524,0.8460892190732027,0.8638786169437893,0.8617469991719957,0.8706155044634268,0.8407869390609006,-0.0017264639687905037,-0.001076704855740962,-0.001138637606326376,-0.0005010514927303866,-0.0022440895228797997,0.8566234557426631,-0.0013373894892936057,0.0006671588894614726,0.8443627551044122,0.8628019120880484,0.8606083615656693,0.8701144529706965,0.8385428495380208,0.8552860662533694,0.013269795129114213
B,dice_macro,0.8470111524035294,0.8370770564569021,0.8432260685549272,0.8349000732644755,0.8410113762437841,-0.016916321759124275,0.0008516389244557221,-0.004498355560242917,0.005130245124109867,-0.012892489191908885,0.8406451453847236,-0.005665056492542097,0.009208607396625065,0.8315355352496527,0.8386487501985095,0.839459372445922,0.8404367147643245,0.8296153948793535,-0.0014407046052475891,-0.0007200548171516497,-0.000731659451237654,-0.00040639637573913756,-0.0014965078274783439,0.8359391535075524,-0.0009590646153708748,0.0004835036870349932,0.8300948306444051,0.8379286953813578,0.8387277129946843,0.8400303183885853,0.8281188870518752,0.8349800888921817,0.005458608418106886
B,dice_myo,0.8021150841695819,0.7945638650503444,0.7943776194785047,0.7907486648624912,0.7967173786734048,-0.006846606635614316,0.009444973901213904,0.005893866023811589,0.01640823875763253,0.010643595882808388,0.7957045224468654,0.007108813585970419,0.008669796574425959,0.7969569145243343,0.8044407169159534,0.8008902348474566,0.8073974426987433,0.807914443257343,-0.001688436990366693,-0.00043187796439514425,-0.0006187493451402792,-0.00024053907861953938,-0.0005534687011298223,0.8035199504487661,-0.0007066144159302956,0.0005674186695357889,0.7952684775339676,0.8040088389515583,0.8002714855023163,0.8071569036201237,0.8073609745562131,0.8028133360328358,0.0051079035973862165
B,dice_rv,0.8620677036553124,0.8435081009677929,0.8567961916604616,0.8437816259282024,0.8517021708638336,-0.011414444360477005,0.0034672341366736026,-0.0014928997443939274,-0.000962027353266226,-0.013249333802441865,0.8515711586151206,-0.004730294224781084,0.007230697197292356,0.8515604721514213,0.8476269167357856,0.8557408833183129,0.8432971971308031,0.8401448023198169,-0.0009072128565859039,-0.0006515816313190648,-0.00043759140224519655,-0.00047759855586693156,-0.0016919652584251876,0.847674054331228,-0.0008331899408884569,0.000514514201223233,0.8506532592948354,0.8469753351044665,0.8553032919160677,0.8428195985749362,0.8384528370613917,0.8468408643903395,0.006570667738865894
B,hd95_px_lv,14.285954750920887,8.723818625648017,7.722836144438148,26.170443889978802,17.372640735212922,26.762405487324585,19.937963248731762,22.64887841599977,-1.1600043513925122,28.202069327649415,14.855138829239754,19.278262425662604,11.886607307929797,40.15027392782605,28.520342313934176,29.98583994983991,24.80188466766744,44.038694617117216,0.8980863104194228,0.14143956044560468,0.38587461059800887,0.2085548709188494,1.5360154457451216,33.49940709527696,0.6339941596254015,0.5849271315475865,41.04836023824547,28.66178187437978,30.37171456043792,25.01043953858629,45.57471006286234,34.13340125490236,8.746964343279473
B,hd95_px_macro,8.35527471212661,6.400023350568577,6.123712441002071,15.81509511032101,10.15538823994197,14.937242030833312,10.279795863757503,9.815033121926877,1.7520762990762577,15.522776458492878,9.369898770792048,10.461384754817365,5.521634338428259,22.40171264532203,16.571782954941707,15.767677755460188,17.436822441361347,24.746993439963568,0.8908040976378935,0.10803625938437378,0.17106780746875927,0.13034896803592133,0.9311712584712808,19.384997847409768,0.4462856781996457,0.42505417351874913,23.292516742959922,16.67981921432608,15.938745562928947,17.567171409397268,25.67816469843485,19.831283525609415,4.369666394732293
B,hd95_px_myo,8.134884168384797,2.8944824332472563,9.126968398996725,12.883447295693205,10.178823750983987,7.5549366548128525,5.091898096186959,1.6253711168268499,-2.7384422555222816,0.17004261179440583,8.643721209461194,2.340761244819757,4.055196968027795,14.216941112933815,7.942754055405783,10.64902029860196,10.075528391477581,10.243151803983183,1.4728797102638342,0.04362647402843223,0.10331921722161574,0.06947664869334247,0.10571455879520997,10.625479132480464,0.35900332180048694,0.6232051063105792,15.68982082319765,7.986380529434215,10.752339515823575,10.145005040170924,10.348866362778393,10.984482454280952,2.8412780929637473
B,hd95_px_rv,2.644985217074146,7.581768992810456,1.5213327795713396,8.391394145291022,2.914700233629012,10.494383950362502,5.809526246353803,5.170849832954003,9.154675504143563,18.196217436034797,4.610836273675195,9.765130593969733,5.213969521364331,12.8379228952062,13.252252495485164,6.668173017938699,17.433054264939027,19.959133898790295,0.3014462722304483,0.13904274367909508,0.02400959458664431,0.11301538449555792,1.1517837708735144,14.030107314471877,0.345859553173052,0.46153639607798924,13.139369167436648,13.39129523916426,6.692182612525343,17.546069649434585,21.11091766966381,14.375966867644928,5.407134326980515
C,dice_lv,0.8502493216765502,0.8371773285974777,0.8479192537472264,0.842188019880787,0.8409387746680997,-0.0571350386646835,-0.02285927478651173,-0.028368886227007173,-0.009348568605562324,-0.06651020451302281,0.8436945397140281,-0.03684439455935751,0.024058308231513115,0.7943929411055816,0.8147807806506008,0.8204470496857867,0.8331313247422788,0.7760988943447515,-0.0012786580937148573,-0.000462726839634775,-0.0008966821655674861,-0.00029187346705417117,-0.0016703241896746102,0.8077701981057999,-0.00092005295112918,0.0005691676839391217,0.7931142830118667,0.814318053810966,0.8195503675202193,0.8328394512752246,0.7744285701550769,0.8068501451546707,0.023088643175387176
C,dice_macro,0.8005785017475879,0.7872790304867118,0.7921913838589998,0.7881757167242273,0.7935264318480566,-0.034824653742224654,-0.009799590901340083,-0.013054229732887834,0.0006909021832840478,-0.038166461044773614,0.7923502129331167,-0.019030806647588428,0.016774232398518947,0.7671814134508809,0.7778114230140395,0.7797828006524028,0.7890835832096669,0.7566596406109316,-0.0014275654455175868,-0.0003319834286678036,-0.000645646526290844,-0.0002169643021555645,-0.001299669807648618,0.7741037721875843,-0.0007843659020560833,0.0005534169564711742,0.7657538480053633,0.7774794395853717,0.779137154126112,0.7888666189075113,0.755359970803283,0.7733194062855283,0.012967718402219748
