task_id,patient_id,phase,z_index,slice_id,batch_index,updated,skip_reason,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,foreground_ratio,reliable_pixels,total_nodes,candidate_edges,edge_budget,graph_loss,commonality_loss,total_loss,gradient_norm,selected_self_edge_mass,detach_backbone
52,A0S9V9,ED,0,A0S9V9_ED_slice000,1,False,empty_current_graph,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0.0,False
52,A0S9V9,ED,1,A0S9V9_ED_slice001,2,False,pool_not_ready,0,1,1,1,11,689,0.0105133056640625,344,11,110,0,,,,,0.0,False
52,A0S9V9,ED,2,A0S9V9_ED_slice002,3,False,insufficient_nodes,1,2,2,1,11,2496,0.0380859375,1248,22,462,0,,,,,0.0,False
52,A0S9V9,ED,3,A0S9V9_ED_slice003,4,False,insufficient_nodes,2,3,3,1,11,3268,0.04986572265625,1634,33,1056,0,,,,,0.0,False
52,A0S9V9,ED,4,A0S9V9_ED_slice004,5,False,insufficient_nodes,3,3,4,1,11,3822,0.058319091796875,1911,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,5,A0S9V9_ED_slice005,6,False,insufficient_nodes,3,3,4,1,11,3379,0.0515594482421875,1689,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,6,A0S9V9_ED_slice006,7,False,insufficient_nodes,3,3,4,1,11,3288,0.0501708984375,1644,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,7,A0S9V9_ED_slice007,8,False,insufficient_nodes,3,3,4,1,11,2666,0.040679931640625,1333,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,8,A0S9V9_ED_slice008,9,False,insufficient_nodes,3,3,4,1,11,2473,0.0377349853515625,1236,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,9,A0S9V9_ED_slice009,10,False,insufficient_nodes,3,3,4,1,11,2024,0.0308837890625,1012,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,10,A0S9V9_ED_slice010,11,False,insufficient_nodes,3,3,4,1,11,1165,0.0177764892578125,582,44,1892,0,,,,,0.0,False
52,A0S9V9,ED,11,A0S9V9_ED_slice011,12,False,insufficient_nodes,3,3,4,1,7,15,0.0002288818359375,7,40,1560,0,,,,,0.0,False
52,A0S9V9,ED,12,A0S9V9_ED_slice012,13,False,insufficient_nodes,3,3,4,1,11,82,0.001251220703125,41,40,1560,0,,,,,0.0,False
52,A0S9V9,ES,0,A0S9V9_ES_slice000,14,False,insufficient_nodes,3,3,4,1,3,6,9.1552734375e-05,3,32,992,0,,,,,0.0,False
52,A0S9V9,ES,1,A0S9V9_ES_slice001,15,False,insufficient_nodes,3,3,4,1,10,640,0.009765625,320,31,930,0,,,,,0.0,False
52,A0S9V9,ES,2,A0S9V9_ES_slice002,16,False,insufficient_nodes,3,3,4,1,10,960,0.0146484375,480,34,1122,0,,,,,0.0,False
52,A0S9V9,ES,3,A0S9V9_ES_slice003,17,False,insufficient_nodes,3,3,4,1,11,1443,0.0220184326171875,721,34,1122,0,,,,,0.0,False
52,A0S9V9,ES,4,A0S9V9_ES_slice004,18,False,insufficient_nodes,3,3,4,1,11,2922,0.044586181640625,1461,42,1722,0,,,,,0.0,False
52,A0S9V9,ES,5,A0S9V9_ES_slice005,19,False,insufficient_nodes,3,3,4,1,11,2965,0.0452423095703125,1482,43,1806,0,,,,,0.0,False
