vendor,metric,seed_2022,seed_2023,seed_2024,seed_2025,seed_2026,mean,std,std_ddof
B,dice_lv,0.8768506693856941,0.8731592033525694,0.8785043945258151,0.8701699290027328,0.874614579194114,0.874659755092185,0.00324012316566367,1
B,dice_macro,0.8470111524035294,0.8370770564569021,0.8432260685549272,0.8349000732644755,0.8410113762437841,0.8406451453847236,0.004823340312475415,1
B,dice_myo,0.8021150841695819,0.7945638650503444,0.7943776194785047,0.7907486648624912,0.7967173786734048,0.7957045224468653,0.004175627932319858,1
B,dice_rv,0.8620677036553124,0.8435081009677929,0.8567961916604616,0.8437816259282024,0.8517021708638336,0.8515711586151206,0.008111493549582738,1
B,hd95_px_lv,14.285954750920887,8.723818625648017,7.722836144438148,26.170443889978802,17.372640735212922,14.855138829239754,7.469282830462664,1
B,hd95_px_macro,8.35527471212661,6.400023350568577,6.123712441002071,15.81509511032101,10.15538823994197,9.369898770792048,3.954266595748463,1
B,hd95_px_myo,8.134884168384797,2.8944824332472563,9.126968398996725,12.883447295693205,10.178823750983987,8.643721209461194,3.6700819672642617,1
B,hd95_px_rv,2.644985217074146,7.581768992810456,1.5213327795713396,8.391394145291022,2.914700233629012,4.610836273675195,3.138691555625838,1
C,dice_lv,0.8502493216765502,0.8371773285974777,0.8479192537472264,0.842188019880787,0.8409387746680997,0.8436945397140281,0.005318629028530407,1
C,dice_macro,0.8005785017475879,0.7872790304867118,0.7921913838589998,0.7881757167242273,0.7935264318480566,0.7923502129331167,0.005297564639241257,1
C,dice_myo,0.7554191980737925,0.7416073188262291,0.7436758668122326,0.7453545188939981,0.748438969707156,0.7468991744626817,0.0053791537633989354,1
C,dice_rv,0.7960669854924209,0.783052444036428,0.7849790310175401,0.7769846113978965,0.791201551168914,0.7864569246226398,0.007388574395342479,1
C,hd95_px_lv,8.095974317852152,9.72263380126938,6.172618294006178,15.392313019324247,11.129180438816547,10.1025439742537,3.4874994035251827,1
C,hd95_px_macro,6.504038949218364,7.9714236502391485,5.249990835790902,11.034440459782683,7.677633829968597,7.687505544999938,2.157820161990643,1
C,hd95_px_myo,4.989105772442011,6.050595425093189,5.582458174342907,6.090062445605518,4.405557010698133,5.423555765636351,0.7224486359095604,1
C,hd95_px_rv,6.427036757360931,8.141041724354874,3.994896039023624,11.62094591441828,7.4981640403911145,7.536416895109765,2.7759460566954433,1
D,dice_lv,0.8790843022415086,0.8752589173426272,0.889565262050076,0.8721672282664656,0.8864224183780604,0.8804996256557477,0.00735122858964181,1
D,dice_macro,0.8427166656851088,0.8362948636594691,0.842735578215229,0.8341423479655212,0.840562509874416,0.8392903930799488,0.0038955901584077253,1
D,dice_myo,0.7855832167747637,0.7800663946971135,0.7818934904997465,0.7826339156925082,0.7834275902287783,0.7827209215785821,0.0020267485999827736,1
D,dice_rv,0.8634824780390542,0.8535592789386667,0.856747982095864,0.8476258999375896,0.8518375210164093,0.8546506320055169,0.005934051890178299,1
D,hd95_px_lv,17.510523922831013,8.357679686027803,3.1256436279979942,14.090307204373849,8.122221205651872,10.241275129376508,5.619776662038384,1
D,hd95_px_macro,9.433068554945159,5.93170211066801,2.8181861462788533,8.99845954907364,4.97699629460009,6.431682531113151,2.7847850417367863,1
D,hd95_px_myo,3.0851464349690882,3.0047441299422304,1.603994689261522,3.7728961785904884,3.8197163099502687,3.0572995485427192,0.8956827549597508,1
D,hd95_px_rv,7.703535307035375,6.432682516033999,3.7249201215770427,9.132175264256581,2.9890513681981297,5.996472915420226,2.6048755489919673,1
