task_id,patient_setting,seed,vendor,domain,branch_index,test_fraction,paper_lambda,n_slices,mean_balanced_entropy,mean_weight,min_weight,max_weight
12,1,3,A,vendor_A_Siemens,0,0.0,1.0,2212,0.061145972754585914,0.12453766491526828,0.06853358447551727,0.2874827980995178
12,1,3,A,vendor_A_Siemens,1,0.2,0.8,2212,0.053206718580440314,0.14053116680862243,0.07447779178619385,0.2874225974082947
12,1,3,A,vendor_A_Siemens,2,0.4,0.6,2212,0.044099816705586464,0.1584828689923446,0.07147671282291412,0.2299744039773941
12,1,3,A,vendor_A_Siemens,3,0.6,0.4,2212,0.035628578779457236,0.17777192362569016,0.06853482127189636,0.30868208408355713
12,1,3,A,vendor_A_Siemens,4,0.8,0.19999999999999996,2212,0.028005451552773907,0.19651592024694622,0.06875817477703094,0.264726847410202
12,1,3,A,vendor_A_Siemens,5,1.0,0.0,2212,0.021856733207811622,0.2021604575466021,0.06853348761796951,0.3162001073360443
