method,task_id,source_vendor,source_domain,seed,epoch,steps,train_loss,cross_entropy,dice_loss,learning_rate,source_patient_count,source_slice_count
FullySupervisedMMS,3,A,vendor_A_Siemens,3,1,139,0.6395208265283983,0.2017865963280201,0.8754684586319135,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,2,139,0.3387887761961642,0.043866711996978135,0.589844126495526,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,3,139,0.28137674970592524,0.030399215400969383,0.5019550662246539,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,4,139,0.2586779291038033,0.024741612515485973,0.46787263463727,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,5,139,0.24819916208013357,0.0218391067569526,0.45272011036495513,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,6,139,0.24094218026391037,0.019924435958855874,0.44203548926672487,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,7,139,0.237530612795473,0.01928789041293182,0.43648544361265446,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,8,139,0.23355378039020427,0.018317032277101665,0.4304734978744452,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,9,139,0.23060337266476033,0.016884084787594972,0.4274385758012319,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,10,139,0.2322078756720042,0.01751657612889791,0.42938260005103596,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,11,139,0.22560079904983368,0.015983421459338433,0.41923475554949946,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,12,139,0.22413929106949046,0.015183840251842634,0.4179109012265857,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,13,139,0.21997159145933262,0.014028647549369996,0.4118858855619705,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,14,139,0.22019660210223507,0.0145051247748486,0.41138295475527537,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,15,139,0.21821790022386922,0.013553168946247307,0.4093294630376555,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,16,139,0.2188676234951122,0.01394877720811813,0.40983769254718755,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,17,139,0.21598892058614347,0.012907485450825673,0.406162870123232,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,18,139,0.21553125403982273,0.012411264029311404,0.4062399775218621,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,19,139,0.21633052584721887,0.012861808051737093,0.4069374364485844,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,20,139,0.21538517699181606,0.012716453468842473,0.40533744656353543,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,21,139,0.21206000034543251,0.0114125248158632,0.40129495031542056,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,22,139,0.21187981791633495,0.011523482600803213,0.40071266943173445,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,23,139,0.20850606546770756,0.010418529474853182,0.3961750709538837,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,24,139,0.20885874272036037,0.010389368294356324,0.3969387496761281,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,25,139,0.21067896287003868,0.01117505116401602,0.3990078231842398,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,26,139,0.208167374187665,0.010178743168148848,0.3959772631847601,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,27,139,0.20725029771276515,0.010177871818727941,0.3941448507763499,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,28,139,0.21155192467162934,0.011825315114914728,0.39945321964274205,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,29,139,0.20798677672370733,0.010358225564278073,0.3952571021781551,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,30,139,0.2067590043913546,0.01000288120142633,0.39351224759928616,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,31,139,0.20518983139408578,0.009358971584052276,0.39166171955976553,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,32,139,0.2041165673261066,0.009021924945974737,0.39018928543698017,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,33,139,0.204286388356051,0.009412521715845458,0.38974773347806585,0.001,95,2212
FullySupervisedMMS,3,A,vendor_A_Siemens,3,34,139,0.2062699666126169,0.009972697676648554,0.39259453664580696,0.001,95,2212
