task_id,patient_setting,seed,vendor,domain,branch_index,test_fraction,paper_lambda,n_slices,mean_balanced_entropy,mean_weight,min_weight,max_weight
38,2,4,C,vendor_C_GE,0,0.0,1.0,1788,0.0324848820638392,0.12447471322462596,0.07311122864484787,0.3077567517757416
38,2,4,C,vendor_C_GE,1,0.2,0.8,1788,0.03021189805704632,0.14081205519320447,0.0743866041302681,0.28290820121765137
38,2,4,C,vendor_C_GE,2,0.4,0.6,1788,0.028545156347421788,0.15824521989697043,0.06853483617305756,0.3246254026889801
38,2,4,C,vendor_C_GE,3,0.6,0.4,1788,0.02694506448845792,0.1748120385936776,0.06931515783071518,0.28536102175712585
38,2,4,C,vendor_C_GE,4,0.8,0.19999999999999996,1788,0.026953945105298624,0.19348614424533758,0.07023436576128006,0.31020301580429077
38,2,4,C,vendor_C_GE,5,1.0,0.0,1788,0.026931821189687538,0.20816982956290644,0.06853348761796951,0.3422498106956482
