status,task_id,source_vendor,source_domain,seed,source_patient_count,source_slice_count,epochs,final_train_loss,final_cross_entropy,final_dice_loss,best_train_loss,debug_limited_training,checkpoint,run_dir
complete,0,A,vendor_A_Siemens,0,95,2212,200,0.17172195422027609,0.002830333548778896,0.3377832401570656,0.1714347899764133,False,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params_cleanSource_LN/A/seed0/baseline_model_with_metadata.pt,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params_cleanSource_LN/A/seed0
complete,1,A,vendor_A_Siemens,1,95,2212,200,0.17484632163918276,0.00386046216548454,0.3419717200261226,0.1711063435394987,False,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params_cleanSource_LN/A/seed1/baseline_model_with_metadata.pt,/rds/general/user/hs225/home/TTA_Project_runs/Research/backbone_params_cleanSource_LN/A/seed1
