domain,seed,backbone_id,n_items,n_patients,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean
vendor_A_Siemens,1,MeanTeacher_Patient1_Seed1_teacher_SPEGC-online-phase1,95,95,0.10869586451531447,0.12657985715003867,0.1730467340317336,0.13610748523236224,414.377015948347,355.84488631767016,376.8282139339056,382.3500387333076
