task_id,patient_setting,seed,vendor,domain,branch_index,test_fraction,paper_lambda,n_slices,mean_balanced_entropy,mean_weight,min_weight,max_weight
39,2,4,D,vendor_D_Canon,0,0.0,1.0,1266,0.042694358225756804,0.1218409240069265,0.06853353977203369,0.3030150532722473
39,2,4,D,vendor_D_Canon,1,0.2,0.8,1266,0.03955834870454873,0.14049259329576627,0.06858254224061966,0.2688155770301819
39,2,4,D,vendor_D_Canon,2,0.4,0.6,1266,0.0360868799375786,0.15901742194665927,0.06874709576368332,0.2698020339012146
39,2,4,D,vendor_D_Canon,3,0.6,0.4,1266,0.032752090814662495,0.17676513164199736,0.07323652505874634,0.3003689646720886
39,2,4,D,vendor_D_Canon,4,0.8,0.19999999999999996,1266,0.02949145849241377,0.19618136990715354,0.06853573024272919,0.30737927556037903
39,2,4,D,vendor_D_Canon,5,1.0,0.0,1266,0.02682822765523714,0.20570256245009141,0.06853348761796951,0.3347761332988739
